name,category,subcategory,city,neighborhood,address,lat,lng,phone,website,rating,total_reviews,has_website,deep_score,priority,types
Salón de Belleza Bonita Mujer,Peluqueria,General,Coronel Oviedo,,"Barrio Potrero Cue, Cnel. Oviedo 050116, Paraguay",-25.4692964,-56.4658556,0982 824117,,4.0,1,False,69,B,establishment|hair_care|point_of_interest
Esmeralda Peluquería Integral Unisex,Peluqueria,General,Coronel Oviedo,,"050109, Cnel. Oviedo 050109, Paraguay",-25.4467438,-56.4619722,0971 310670,,4.0,1,False,69,B,establishment|point_of_interest
Gyssella Martinez Make-Up Artist,Salon de Belleza,General,San Ignacio Guazú,,"Av. Mcal. Estigarribia Esquina, San Ignacio Guazú 4750, Paraguay",-26.8856431,-57.0285127,0985 236455,,4.0,1,False,69,B,beauty_salon|establishment|point_of_interest
Karol salon de belleza,Salon de Belleza,General,Pedro Juan Caballero,Vila Militar II,"Vicente Iturbe, Pedro Juan Caballero 130113, Paraguay",-22.5501929,-55.7281896,0993 413247,,4.3,4,False,69,B,bar|establishment|night_club|point_of_interest
Salón de Belleza Rosy Pdte Franco San Roque,Peluqueria,General,Presidente Franco,,"Camilo Recalde, Pdte. Franco 100223, Paraguay",-25.56644,-54.6003708,0985 611492,,4.0,1,False,69,B,establishment|hair_care|point_of_interest
Salon de belleza mila,Salon de Belleza,General,Ciudad del Este,,"milapelu33@hotamil.com, Cd. del Este 100134, Paraguay",-25.507723,-54.6128559,0973 638325,,4.0,1,False,69,B,establishment|hair_care|health|point_of_interest
PeinArte Coiffure Unisex,Peluqueria,General,Areguá,,"Av. Las Residentas, Areguá 110114, Paraguay",-25.2983836,-57.4123142,,,4.4,18,False,69,B,establishment|hair_care|point_of_interest
Peluquería Claudio,Peluqueria,General,Areguá,,"MHWJ+9H2, Areguá 110116, Paraguay",-25.3041095,-57.41861830000001,0991 202140,,4.0,4,False,69,B,establishment|hair_care|health|point_of_interest
Nolvia Barrios Estilista Fábrica de pelucas Encarnación Paraguay,Peluqueria,General,Encarnación,,"Curupayty entre Mallorquín y Estigarribia, Encarnación 6000, Paraguay",-27.33706,-55.8665883,0985 792850,,4.0,4,False,69,B,establishment|hair_care|point_of_interest
Beauty Salón,Salon de Belleza,General,Paraguarí,,"19 de Enero casi, Paraguarí 090103, Paraguay",-25.6185029,-57.1517484,0985 822848,,4.0,1,False,69,B,beauty_salon|establishment|point_of_interest
Beauty Salón Ruth González,Peluqueria,General,Ayolas,,"Virgen del Pilar, Ayolas 080204, Paraguay",-27.3912428,-56.8640286,0982 599695,,4.0,1,False,69,B,establishment|hair_care|point_of_interest
Belleza Integral Nuevo Estilo,Salon de Belleza,General,Doctor Juan Manuel Frutos,,"J578+92J, Unnamed Road, Dr Juan Manuel Frutos 050601, Paraguay",-25.3865411,-55.8349932,,,4.2,14,False,69,B,beauty_salon|establishment|point_of_interest
Maura Ramirez Peluquería Unisex,Peluqueria,General,Obligado,,"Obligado 6360, Paraguay",-27.0455631,-55.63039209999999,0984 964543,,4.3,3,False,69,B,beauty_salon|establishment|hair_care|health|point_of_interest
Guapa Salon De Belleza,Salon de Belleza,General,Ñemby,,"Wapa salón de belleza, Ñemby 111207, Paraguay",-25.3893125,-57.5391875,,,4.4,10,False,69,B,establishment|hair_care|point_of_interest
Peluquería Lau,Peluqueria,General,Coronel Bogado,,"RQR6+738, Coronel Bogado 070802, Paraguay",-27.1593478,-56.2398003,0975 818891,,4.0,1,False,69,B,establishment|hair_care|point_of_interest
Salon de Belleza Yesica,Salon de Belleza,General,Coronel Bogado,,"07Coronel Bogado, Cnel. Bogado 070808, Paraguay",-27.147682,-56.23903250000001,0985 701896,,4.3,3,False,69,B,beauty_salon|establishment|point_of_interest
MIMO'S (Makeup-Nails-Hair),Peluqueria,Salon Uñas,Caaguazú,,"GXHJ+JFJ, Caaguazú 050207, Paraguay",-25.4709197,-56.0188605,0975 975515,,4.0,1,False,69,B,beauty_salon|establishment|point_of_interest
La Tienda de lu,Peluqueria,General,Obligado,,"Obligado 071701, Paraguay",-27.0493374,-55.6219416,0983 244064,,4.0,2,False,69,B,establishment|hair_care|point_of_interest
Pagoda Eyelashes,Salon de Belleza,General,Caaguazú,Villa Santa Isabel,"GXW9+X3P, Caaguazú 050202, Paraguay",-25.4525311,-56.0322911,0976 762524,,4.0,1,False,69,B,beauty_salon|establishment|point_of_interest
Salón de Belleza Fabi,Salon de Belleza,General,Caaguazú,,"Pte. Carlos A. López, Caaguazú 050217, Paraguay",-25.4739651,-55.9977092,,,4.4,19,False,69,B,beauty_salon|establishment|point_of_interest
Noemi - Estética & Estilo,Salon de Belleza,General,Minga Guazú,,"0, Minga Guazú 101128, Paraguay",-25.4958421,-54.9000315,0982 376057,,4.3,3,False,69,B,beauty_salon|establishment|point_of_interest
LiliMel Peluqueriaymaquillaje,Peluqueria,General,Cambyretá,,"6200 07, Cambyretá 6200, Paraguay",-27.3329118,-55.8416866,0994 571948,,4.0,4,False,69,B,establishment|hair_care|point_of_interest
Salão Essência De Mulher,Salon de Belleza,General,Santa Rita,,"6W38+9C5, Unnamed Road, Santa Rita 101304, Paraguay",-25.7966028,-55.0838804,0984 836189,,4.0,1,False,69,B,beauty_salon|establishment|point_of_interest
Salón Encanto de Belleza,Salon de Belleza,General,Pedro Juan Caballero,Vila Militar II,"Pedro Juan Caballero 130112, Paraguay",-22.5386938,-55.7350895,0972 228985,,4.0,2,False,69,B,beauty_salon|establishment|point_of_interest
CamilaStephania Peluqueria&Spa,Peluqueria,Spa,Caaguazú,,"GXQM+P99, Caaguazú 050208, Paraguay",-25.4607119,-56.016504,0983 206911,,4.0,3,False,69,B,establishment|hair_care|point_of_interest
NOE pelu express,Peluqueria,General,Hohenau,,"V9X2+Q5R, Hohenau 071403, Paraguay",-27.1010505,-55.647959,0985 372462,,4.0,1,False,69,B,beauty_salon|establishment|point_of_interest
LYM Peluquería,Peluqueria,General,Hohenau,,"Hohenau 071403, Paraguay",-27.0966417,-55.66830160000001,0984 903479,,4.0,2,False,69,B,establishment|hair_care|point_of_interest
Rommy Centro,Salon de Belleza,General,Asunción,,"Alberdi y, Asunción 001013, Paraguay",-25.2841327,-57.6378224,(021) 496 591,http://rommy.com.py/,4.3,130,True,69,B,beauty_salon|establishment|point_of_interest
Salón Masculino JB,Peluqueria,General,Doctor Juan Eulogio Estigarribia,,"J7HX+MG3, Emiliano R. Fernandez, Dr Juan Eulogio Estigarribia 051203, Paraguay",-25.3708636,-55.7012019,0971 439728,,4.0,1,False,69,B,establishment|hair_care|health|point_of_interest
Salon De Belleza Estrella,Salon de Belleza,General,Presidente Franco,,"C9JX+G4M, Presidente Franco 100223, Paraguay",-25.5686569,-54.6021918,0981 495840,,4.0,3,False,69,B,beauty_salon|establishment|point_of_interest
Charle Coiffure,Peluqueria,General,Villa Elisa,,"Defensores del Chaco c, 1º de Mayo, Villa Elisa 111504, Paraguay",-25.3508761,-57.59138999999999,0972 261685,,4.0,1,False,69,B,establishment|hair_care|point_of_interest
SALON DE BELLEZA Y PELUQUERIA UNISEX SOFIA,Salon de Belleza,Peluqueria Unisex,Hernandarias,,"Senavitat b Fátima Hernandarias, Hernandarias 7272, Paraguay",-25.3989875,-54.6539539,0994 371086,https://es-la.facebook.com/pages/category/Hair-Salon/peluqueriasofiaa/posts/,4.2,13,True,69,B,beauty_salon|establishment|point_of_interest
Julia Cuéllar Make-Up & Beauty,Salon de Belleza,General,Asunción,,"Soldado Desconocido 125 casi, Asunción 001530, Paraguay",-25.2853442,-57.58281179999999,0981 438939,https://www.facebook.com/julia.cuellar.delivery.makeup/,4.3,12,True,69,B,beauty_salon|establishment|point_of_interest
Vilanova Salón de Belleza,Peluqueria,General,Concepción,,"Presidente Franco, Concepción 010108, Paraguay",-23.4078164,-57.4451849,0973 550550,,4.0,4,False,69,B,establishment|hair_care|point_of_interest
Peluquería Felicita,Peluqueria,General,Itauguá,,"JM24+J5G, Av. Japón, Itauguá 110607, Paraguay",-25.3984348,-57.3445411,,,4.1,11,False,69,B,establishment|hair_care|point_of_interest
Érica López Salón de Belleza,Peluqueria,General,Presidente Franco,,"7000 Pdte. Franco, Pdte. Franco 7000, Paraguay",-25.5724462,-54.6181461,0985 567901,,4.0,1,False,69,B,establishment|hair_care|point_of_interest
MR peluquería,Peluqueria,General,Caaguazú,,"GXPH+V2W, Av. Delfín Chamorro, Caaguazú 050209, Paraguay",-25.4627537,-56.0224327,0985 712718,,4.3,3,False,69,B,establishment|hair_care|point_of_interest
Classic Gym itauguá,Gimnasio/Fitness,Gimnasio,Itaugua,,"Jj4w+5ch, Itaugua 1209, Paraguay",-25.4000127,-57.3456689,0983 693155,,3.7,3,False,68,B,establishment|gym|health|point_of_interest
Stetica's Belleza y Slud,Spa/Wellness,General,Presidente Franco,,"F99F+X6G, Av. Campo Vía, Pdte. Franco 100151, Paraguay",-25.530058,-54.62691640000001,0986 500093,,3.5,4,False,68,B,establishment|point_of_interest|spa
Novamed Paraguay - Shopping Paris,Otros,General,Loja,,"Piso 2, Av. Dr. Luis Maria Argaña 54, Loja 7000, Paraguay",-25.5139158,-54.6063774,(061) 252 5022,,3.6,17,False,68,B,establishment|health|point_of_interest|store
Spa de Depilacion,Spa/Wellness,Spa,Hernandarias,,"J8MX+WWR, Hernandarias 100501, Paraguay",-25.3651834,-54.65024,0986 364724,,3.7,3,False,68,B,establishment|point_of_interest|spa
Spa de manos y pies BELU,Spa/Wellness,Spa,Coronel Oviedo,Azucena,"GHQ4+F73, Unnamed Road, Cnel. Oviedo 050119, Paraguay",-25.4613664,-56.4443378,0972 983833,,3.8,4,False,68,B,establishment|point_of_interest|spa
Aesthetic Center spa,Spa/Wellness,Spa,Itá,,"Itá 2710, Paraguay",-25.5159809,-57.3700227,0972 750405,,3.5,2,False,68,B,establishment|point_of_interest
Canchita CHOPE,Gimnasio/Fitness,General,Piribebuy,Barrio Virgen Del Rosario,"Piribebuy 031404, Paraguay",-25.4736359,-57.0377383,0962 153741,,3.5,2,False,68,B,establishment|gym|health|point_of_interest
"Centro de estetica ""María de la Paz""",Estetica/Facial,Centro Estetica,Capiatá,,"JHX5+PJP, Capiatá 110218, Paraguay",-25.3506534,-57.4409342,0982 116776,,3.9,19,False,68,B,establishment|hair_care|point_of_interest
KLINIC Medicina Estética y Oculoplastia,Otros,General,Asunción,,"América 187 casi, Asunción 001207, Paraguay",-25.2910004,-57.5978927,0971 892298,,3.9,14,False,68,B,establishment|health|point_of_interest
PositivaMente Cons. Psicológico Integral/Gym,Gimnasio/Fitness,Gimnasio,Itá,,"Guarambare & Nanawa, FJPJ+Q8V, Itá 110504, Paraguay",-25.5130197,-57.369201,0971 764229,,3.7,3,False,68,B,establishment|gym|health|point_of_interest
Centro de Salud de Atyra,Otros,General,Atyrá,,"PR9G+QFF, 22 de Septiembre, Atyrá 030401, Paraguay",-25.2805696,-57.1738143,(0520) 20018,,3.9,11,False,68,B,establishment|health|hospital|point_of_interest
Enzo Store Boody Piercing Tattoo,Tatuajes/Piercing,Piercing Studio,Ciudad del Este,,"Av. San Blas, SN Shopping Jardim 2° Piso Ciudad del Este PY, Ciudad del Este 7000, Paraguay",-25.5091038,-54.617865,0975 817124,,3.9,13,False,68,B,clothing_store|establishment|point_of_interest|store
Harmonia,Gimnasio/Fitness,General,Asunción,,"Domingo Ortiz, Asunción 001520, Paraguay",-25.2676477,-57.5736731,0981 174460,,3.5,2,False,68,B,establishment|gym|health|point_of_interest
Plaza San Rafael,Gimnasio/Fitness,General,San Pedro de Ycuamandyyú,,"WW9F+48V, San Pedro de Ycuamandyyú 020101, Paraguay",-24.0821393,-57.0766893,,,3.5,14,False,68,B,establishment|gym|health|point_of_interest
Motel Carpediem,Otros,General,Caacupé,,"JV6R+XP, Caacupé 030114, Paraguay",-25.3875705,-57.1081958,,,3.8,83,False,68,B,establishment|lodging|point_of_interest
Silvia Daney Estética Avanzada,Salon de Belleza,General,Ciudad del Este,,"Area 3, Cd. del Este 7000, Paraguay",-25.5312823,-54.6263729,0983 664360,https://www.silviadaneyesteticaavanzada.com.py/,4.9,62,True,67,B,beauty_salon|establishment|hair_care|point_of_interest|spa
Dii Nails / Peluqueria Zu,Peluqueria,Salon Uñas,Pilar,,"5P28+RF7, Pilar 120102, Paraguay",-26.847952,-58.2838168,,,5.0,5,False,67,B,beauty_salon|establishment|point_of_interest
Cosmética Morena,Otros,General,San Ignacio Guazú,,"Cerro Cora, San Ignacio Guazú 080304, Paraguay",-26.888636,-57.0247128,0992 975907,,4.3,7,False,67,B,establishment|point_of_interest|store
CLEOFE Salón de Belleza & Accesorios,Otros,General,San Ignacio Guazú,,"Ruta 4ta, San Ignacio Guazú 4750, Paraguay",-26.8862475,-57.0320727,0975 604788,,4.3,6,False,67,B,establishment|point_of_interest|store
PatyRojas STUDIO,Salon de Belleza,General,Encarnación,,"25 de Mayo, &, Encarnación 070113, Paraguay",-27.3294269,-55.871257,0985 745064,https://patyrojas.com/,4.7,81,True,67,B,beauty_salon|establishment|hair_care|point_of_interest|spa
Pirayú Hotel & Resort,Otros,General,Puerto Iguazú,,"Av. Tres Fronteras 550 N 3370, N3370AWS Puerto Iguazú, Misiones, Argentina",-25.5963854,-54.5848238,03757 42-0393,http://www.pirayu.com.ar/,4.4,3236,True,67,B,establishment|lodging|point_of_interest
Raíces Esturión Iguazú,Otros,General,Puerto Iguazú,,"Av. Tres Fronteras 650, N3370 Puerto Iguazú, Misiones, Argentina",-25.5956866,-54.5868158,03757 42-0100,http://www.raicesesturion.com/,4.2,3880,True,67,B,establishment|lodging|point_of_interest
Superseis Aregua,Otros,General,Areguá,,"MJQC+G3H, Areguá 110101, Paraguay",-25.311195,-57.37976620000001,(021) 414 1977,https://www.superseis.com.py/,4.3,3537,True,67,B,establishment|food|grocery_or_supermarket|point_of_interest|store|supermarket
Blackgym,Gimnasio/Fitness,Gimnasio,Areguá,,"PH3F+F2F, Areguá 110110, Paraguay",-25.2963203,-57.4274539,,https://www.instagram.com/blackgym524/,4.3,28,True,67,B,establishment|gym|health|point_of_interest
Bela Nails Spa,Spa/Wellness,Spa,Luque,,"PGH3+V68, Cnel. Oviedo, Luque 110932, Paraguay",-25.2703417,-57.4969191,0974 240019,https://instagram.com/belanails_spa?igshid=OGQ2MjdiOTE=,4.2,5,True,67,B,establishment|point_of_interest|spa
The Barbudo,Peluqueria,General,Encarnación,,"Carlos A. López casi, Encarnación 070111, Paraguay",-27.3285105,-55.8651884,0994 613915,https://www.thebarbudo.com.py/,5.0,61,True,67,B,establishment|hair_care|health|point_of_interest
Rhema Spa,Spa/Wellness,Spa,Ciudad del Este,,"cerca de Sanatório Galenos, Av. Los Yerbales, Cd. del Este 100152, Paraguay",-25.5173552,-54.624925,0986 114723,http://instagram.com.br/rhemaclinicpy,4.4,7,True,67,B,beauty_salon|doctor|establishment|health|point_of_interest
Profe Rus,Otros,General,Ñemby,,"Sta. Rosa y, Ñemby 111214, Paraguay",-25.3937517,-57.54933989999999,0981 744975,,4.3,6,False,67,B,establishment|point_of_interest
Peluqueria Daisy Estilo y Belleza,Peluqueria,General,Limpio,,"daisyargaa94@hotmail.com, Limpio 110821, Paraguay",-25.17936,-57.47160779999999,,,4.8,6,False,67,B,establishment|hair_care|point_of_interest
Peluqueria,Peluqueria,General,Capiatá,,"Capiatá 2901, Paraguay",-25.3503725,-57.44697840000001,,,4.8,9,False,67,B,establishment|hair_care|point_of_interest
MadoEstética,Salon de Belleza,General,Capiatá,,"Curupayty 1305, Capiatá 110218, Paraguay",-25.3507996,-57.4423251,0987 338564,https://www.instagram.com/madoestetica?igsh=MWE1ZWtxZTl3MXU3bg==,5.0,8,True,67,B,beauty_salon|establishment|point_of_interest
Peluqueria Aveiro III,Peluqueria,General,Ciudad del Este,,"F9QP+JW6, Av. Adrián Jara, Cd. del Este 100136, Paraguay",-25.5109608,-54.6127473,,,4.5,8,False,67,B,establishment|hair_care|health|point_of_interest
Grand Crucero Iguazú Hotel,Otros,General,Puerto Iguazú,,"RN12, N3370 Puerto Iguazú, Misiones, Argentina",-25.6115,-54.56268249999999,03757 57-6363,https://grandcruceroiguazu.com/,4.4,3573,True,67,B,establishment|lodging|point_of_interest
Gran Hotel Tourbillon Cataratas,Otros,General,Puerto Iguazú,,"Ruta 12 km 4 1/2 3370, N3370 Puerto Iguazú, Misiones, Argentina",-25.6207994,-54.5537909,03757 42-4646,http://www.granhoteltourbillon.org.ar/,4.2,2341,True,67,B,establishment|lodging|point_of_interest
NailsEnRosa,Uñas/Nails,Salon Uñas,Puerto Iguazú,,"Pancho Ramírez 127, N3370 Puerto Iguazú, Misiones, Argentina",-25.6154586,-54.5809849,03757 40-7424,,4.3,6,False,67,B,beauty_salon|establishment|point_of_interest
ADRI ROLON STUDIO,Salon de Belleza,General,Asunción,,"Doctor Luís Enrique Migone, Asunción 001529, Paraguay",-25.2830348,-57.57053089999999,0983 139599,http://linktr.ee/adrirolonpmu,4.8,99,True,67,B,beauty_salon|establishment|point_of_interest
Extensiones Py,Peluqueria,General,Asunción,,"Juan De Garay 1532, Asunción 001005, Paraguay",-25.2896525,-57.66192919999999,,,4.5,8,False,67,B,establishment|hair_care|point_of_interest
MAKRO COSMETICOS,Estetica/Facial,Perfumeria,Pedro Juan Caballero,Vila Militar II,"Mariscal Francisco Solano López, Pedro Juan Caballero 8500, Paraguay",-22.5308901,-55.7368166,0991 934417,,4.3,6,False,67,B,establishment|point_of_interest
Salón de Belleza ENRI,Peluqueria,General,Atyrá,,"San Jose casi 0520, Atyrá 030402, Paraguay",-25.2831293,-57.1718105,0991 871862,https://instagram.com/enri.makeup?igshid=YjNmNGQ3MDY=,5.0,7,True,67,B,establishment|hair_care|point_of_interest
ALE ROBINSON Beauty Hub,Salon de Belleza,General,Encarnación,,"Independencia Nacional casi, Encarnación 070118, Paraguay",-27.3373942,-55.8612198,0975 123311,https://www.instagram.com/alerobinsonbeautyhub?igsh=b2tiMW54dnpoZHJl,5.0,8,True,67,B,beauty_salon|establishment|point_of_interest
Mimomentop - Beauty Center,Peluqueria,General,Limpio,,"Monseñor Moreno entre Saturnino Prieto y Pedro Melo de Portugal, Limpio 0111, Paraguay",-25.1650558,-57.4787385,0971 960329,http://www.instagram.com/mimomentop_py/,4.6,7,True,67,B,establishment|hair_care|point_of_interest
Misha E.A.S,Otros,General,Pedro Juan Caballero,Vila Militar,"Curupayty 77, Pedro Juan Caballero 130112, Paraguay",-22.5395205,-55.7313984,(67) 99124-7421,https://instagram.com/casa.misha?igshid=YmMyMTA2M2Y=,4.3,42,True,67,B,clothing_store|establishment|point_of_interest|store
Stock,Otros,General,Itá,,"Mariscal Francisco Solano López, Itá 110502, Paraguay",-25.5059128,-57.3643875,0992 418482,http://www.stock.com.py/default.aspx,4.1,2270,True,67,B,establishment|food|grocery_or_supermarket|point_of_interest|store|supermarket
PAPO TATUAJES & PIERCINGS,Tatuajes/Piercing,Piercing Studio,Ñemby,,"La Lomita, Ñemby 111219, Paraguay",-25.3964091,-57.52431739999999,0992 876392,,4.4,7,False,67,B,establishment|point_of_interest|store
Wonderful - Depilación láser,Salon de Belleza,General,Encarnación,,"Av Irrazábal, M48R+VG4, &, Encarnación 070109, Paraguay",-27.3328514,-55.8586809,0986 690623,https://www.instagram.com/wonderfuldepilacion?igsh=aG1mZ3VmNnFteTRt,5.0,5,True,67,B,beauty_salon|establishment|point_of_interest
BOMO,Peluqueria,General,Asunción,,"Olegario Víctor Andrade 2318, Asunción 001408, Paraguay",-25.2970519,-57.5684651,,https://www.instagram.com/bomo.py,5.0,41,True,67,B,establishment|hair_care|point_of_interest
Joseph Sanber,Peluqueria,General,San Bernardino,,"Independencia Nacional esq, San Bernardino 031602, Paraguay",-25.3073587,-57.29968110000001,0984 249270,,3.0,5,False,67,B,establishment|hair_care|point_of_interest
Naissa Brow y Lash studio,Salon de Belleza,General,Ypane,,"Defensores del Chaco, Ypane 111802, Paraguay",-25.4610665,-57.5027528,0971 304077,https://m.facebook.com/101925591549495/photos/a.101926974882690/102089788199742/?type=3&source=44&ref=content_filter,5.0,7,True,67,B,beauty_salon|establishment|point_of_interest
Nilsa Fleitas Beauty Studio,Salon de Belleza,General,Fernando de la Mora,,"Sagrada Familia esquina, Fernando de la Mora 2320, Paraguay",-25.3198879,-57.52188990000001,,,4.8,9,False,67,B,beauty_salon|establishment|point_of_interest
The Killer Ink,Otros,General,Fernando de la Mora,Fernando Zona Sur,"Tte. Rivarola, Fernando de la Mora 2829, Paraguay",-25.3432692,-57.5791021,0974 949776,,4.3,6,False,67,B,establishment|point_of_interest
Bacan Barbería & Peluquería,Peluqueria,General,Asunción,,"Quesada 5126 Local 31, Asunción 1411, Paraguay",-25.2952282,-57.57999219999999,0982 220991,https://www.bacanbarberia.com.ar/,4.9,69,True,67,B,establishment|hair_care|health|point_of_interest
Sport Center Academia Taekwondo San Pedro,Gimnasio/Fitness,General,San Pedro de Ycuamandyyú,,"San Pedro de Ycuamandyyú 020103, Paraguay",-24.0957222,-57.0778494,,,4.3,8,False,67,B,establishment|gym|health|point_of_interest
Adela Centro de Belleza Integral,Salon de Belleza,General,Asunción,,"Ygatimi 1117 casi Hernandarias Asunción, Av. Ygatimi 1111, Asunción 1134, Paraguay",-25.2857027,-57.64846540000001,(021) 421 947,https://www.facebook.com/adelaspapy/,4.8,8,True,67,B,establishment|point_of_interest|spa
Jonathan Nodari,Salon de Belleza,General,Ñemby,,"Ñemby 111214, Paraguay",-25.3940753,-57.5473779,0984 980422,https://www.instagram.com/jonathan.nodari_mastereducador?igsh=aW1lazIwYWJ1MHZo,5.0,8,True,67,B,beauty_salon|establishment|point_of_interest
MUSA (MODA Y BELLEZA),Peluqueria,General,Luque,,"America, Luque 110917, Paraguay",-25.2560482,-57.4997329,0986 370705,https://www.instagram.com/musa.luque?igsh=dTF1dHh3eTZ2NWdu,5.0,7,True,67,B,establishment|hair_care|point_of_interest
Isa Coiffure Laboratorio De Rubias,Salon de Belleza,General,Asunción,,"Rodolfo Zotti 487 entre, Dr. Emilio Hassler y, Asunción 001413, Paraguay",-25.2962626,-57.58328789999999,0982 127134,https://laboratorioderubias.my.canva.site/,4.6,69,True,67,B,beauty_salon|establishment|point_of_interest
CINTIA MARTINEZ BEAUTY STUDIO,Salon de Belleza,General,Ciudad del Este,,"Av. Gral. Andrés Rodríguez 693-675, Cd. del Este 100138, Paraguay",-25.522759,-54.611295,0971 255604,https://instagram.com/cintiamartinez_beautystudio?igshid=MzRlODBiNWFlZA==,5.0,5,True,67,B,beauty_salon|establishment|point_of_interest
Shopping Terra Nova,Otros,General,Ciudad del Este,,"Emiliano R. Fernandez, Cd. del Este 85867-110, Paraguay",-25.5075732,-54.6096377,(061) 514 233,https://www.shoppingterranova.com.py/,4.3,1058,True,67,B,establishment|point_of_interest|shopping_mall
Pretty Station,Salon de Belleza,General,Ciudad del Este,,"F9GH+W3H, Ciudad del Este 100151, Paraguay",-25.5227851,-54.62180619999999,,https://www.instagram.com/prettystation?igsh=ejh0ZHNhYml1bnhm,4.8,29,True,67,B,beauty_salon|establishment|point_of_interest
El Ronn Barber,Barberia,General,Yaguarón,,"Mcal. José Félix Estigarribia, Yaguarón 091502, Paraguay",-25.5652876,-57.28485329999999,0972 291202,,4.0,1,False,67,B,establishment|hair_care|health|point_of_interest
Flor Micropigmentación Estética,Salon de Belleza,General,San Antonio,,"Av. San Jorge, San Antonio 111312, Paraguay",-25.4302287,-57.5488549,0982 291354,https://flormicropigmentacion.negocio.site/,5.0,57,True,67,B,beauty_salon|establishment|point_of_interest
Estetica Thais,Estetica/Facial,General,Lambaré,,"J9QG+WXX, Lambaré 110728, Paraguay",-25.3601308,-57.622522,0982 709782,,4.4,8,False,67,B,beauty_salon|establishment|point_of_interest
Superseis Caacupé,Otros,General,Caacupé,,"JR6X+7MF, Caacupé 030107, Paraguay",-25.3893223,-57.1508141,0511 242 788,http://www.superseis.com.py/,4.2,2028,True,67,B,establishment|food|grocery_or_supermarket|point_of_interest|store|supermarket
Paula Nails,Uñas/Nails,Salon Uñas,Villarrica,,"1234, Villarrica 5000, Paraguay",-25.7861848,-56.45740739999999,0983 789954,,4.2,5,False,67,B,beauty_salon|establishment|point_of_interest
ANGÉLICA NAILS STUDIO - ACADEMY,Uñas/Nails,Salon Uñas,Capiatá,,"Capiatá Ruta 2 km20 (ex km18, a 200m. De la calle principal SGTO 1° Octaviano Maidana, Curupayty, Capiatá 110207, Paraguay",-25.3455774,-57.4586131,0985 141477,,4.0,8,False,67,B,beauty_salon|establishment|point_of_interest
Peluqueria Arami,Peluqueria,General,Pilar,,"4MHV+59P, Pilar 120106, Paraguay",-26.8720402,-58.30654719999999,,,4.8,9,False,67,B,establishment|hair_care|point_of_interest
Beauty Salon Jess -Peluqueria,Salon de Belleza,General,Areguá,,"BeautySalonJess, Areguá 110111, Paraguay",-25.2925269,-57.4324276,0991 192377,https://www.facebook.com/Beauty-Sal%C3%B3n-Jess-1589724434496074/,5.0,5,True,67,B,beauty_salon|establishment|point_of_interest
Joyeria Y Relojeria KUARAHY,Otros,General,Pilar,,"Pilar 120106, Paraguay",-26.859704,-58.2998685,0975 739372,,4.3,6,False,67,B,establishment|jewelry_store|point_of_interest|store
