place_id,name,status,address,street_number,street_name,neighborhood,city,state,postal_code,country,lat,lng,phone,international_phone,website,google_maps_url,google_maps_direction_url,types,primary_type,vertical,rating,total_reviews,price_level,is_open_now,saturday_hours,sunday_hours,photo_count,editorial_summary,wheelchair_accessible,takeout,delivery,dine_in,curbside_pickup,reservable,good_for_children,good_for_groups,outdoor_seating,live_music,serves_beer,serves_wine,serves_vegan,serves_vegetarian,serves_breakfast,serves_lunch,serves_dinner,serves_brunch,parking_options,payment_options,has_website,website_status,website_is_social_only,website_is_free_builder,website_uses_https,website_redirects_to_social,lead_score,lead_priority,scraped_at
,Barber Shop Py,OPERATIONAL,"Cardenal Roig 1037, Asunción 1820, Paraguay",,,,Asunción,,,,-25.2920428,-57.56269349999999,0991 721473,,,,,establishment|hair_care|health|point_of_interest,establishment,,5.0,65,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:38:49.118809
,Rastas,OPERATIONAL,"PCPM+72P, Asunción 001521, Paraguay",,,,Asunción,,,,-25.264291,-57.56704999999999,0994 144007,,,,,establishment|hair_care|health|point_of_interest,establishment,,5.0,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T00:38:49.909518
,Teranu,OPERATIONAL,"Guillermo Saraví, Asunción 001414, Paraguay",,,,Asunción,,,,-25.3019804,-57.5906093,0971 252626,,,,,establishment|point_of_interest|spa,establishment,,4.8,184,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:38:54.938911
,Spa Eden Molas,OPERATIONAL,"PCGG+WW4, Comandante Pascual Urdapilleta, Asunción 001528, Paraguay",,,,Asunción,,,,-25.2727369,-57.5726859,0994 946299,,,,,establishment|point_of_interest|spa,establishment,,5.0,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T00:38:56.098632
,Glow Spa Py,OPERATIONAL,"Domingo Portillo 1542, Asunción 001520, Paraguay",,,,Asunción,,,,-25.2717035,-57.56584720000001,0985 900533,,,,,establishment|point_of_interest|spa,establishment,,4.8,23,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-15T00:38:56.899366
,Namaste Spa Male,OPERATIONAL,"Dr. Carlos Abdala 1006, Asunción 001528, Paraguay",,,,Asunción,,,,-25.2763051,-57.5710664,0985 660289,,,,,establishment|health|point_of_interest|spa,establishment,,3.9,29,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T00:38:57.883943
,Bendito Spa Boutique Carmelitas,OPERATIONAL,"PC9G+7P5, Asunción 001529, Paraguay",,,,Asunción,,,,-25.282158,-57.5731437,0993 555560,,,,,establishment|point_of_interest|spa,establishment,,4.9,26,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-15T00:38:58.267849
,Bliss Spa,OPERATIONAL,"15 De Agosto 1673, Asunción 001015, Paraguay",,,,Asunción,,,,-25.2922566,-57.6454475,0984 588240,,,,,establishment|point_of_interest|spa,establishment,,4.7,19,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T00:38:59.027861
,Rebellion Sauna,OPERATIONAL,"Av. Perú 689 esquina, Asunción 001224, Paraguay",,,,Asunción,,,,-25.293122,-57.6217276,0973 136666,,,,,establishment|health|point_of_interest|spa,establishment,,4.3,93,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:38:59.835528
,LUXURY SPA,OPERATIONAL,"PC5C+X5C, Gonzalo Bulnes, Asunción 001411, Paraguay",,,,Asunción,,,,-25.2900532,-57.57960079999999,,,,,,establishment|point_of_interest|spa,establishment,,5.0,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,55,MEDIUM,2026-04-15T00:39:00.216940
,Q nails club spa de manos y pies,OPERATIONAL,"Antonio José de Sucre 1859, entre motta y, Asunción 001408, Paraguay",,,,Asunción,,,,-25.2917732,-57.5715359,0972 999688,,,,,beauty_salon|establishment|hair_care|point_of_interest,beauty_salon,,4.4,87,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:07.631872
,Valuna Nails Bar Asunción,OPERATIONAL,"Gumersindo Sosa 495, Asunción 001407, Paraguay",,,,Asunción,,,,-25.2962793,-57.5656907,0974 509999,,,,,beauty_salon|establishment|point_of_interest,beauty_salon,,4.2,42,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-15T00:39:08.024820
,Centro Médico Corppolive,OPERATIONAL,"Santisimo Sacramento 3069, Asunción 001519, Paraguay",,,,Asunción,,,,-25.2553413,-57.5772593,0971 568547,,,,,establishment|health|hospital|point_of_interest,establishment,,5.0,259,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:12.593426
,Galilea Estetica,OPERATIONAL,"Sta. Rosa 944 c, Asunción 1411, Paraguay",,,,Asunción,,,,-25.2826214,-57.59021970000001,0994 681789,,,,,establishment|point_of_interest|store,establishment,,5.0,395,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:12.988364
,RENUVA - Clínica estética y laser,OPERATIONAL,"Eusebio Lillo Robles 1498 esq, Asunción 001411, Paraguay",,,,Asunción,,,,-25.2893184,-57.57473409999999,0981 521527,,,,,establishment|health|point_of_interest,establishment,,4.8,248,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:13.784700
,Centro Legrand - Medicina Estética,OPERATIONAL,"Molas Lopez 1232, Asunción 001520, Paraguay",,,,Asunción,,,,-25.2704166,-57.57215069999999,0985 135222,,,,,establishment|health|point_of_interest,establishment,,3.7,7,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,60,HIGH,2026-04-15T00:39:14.559236
,Amaran Estética,OPERATIONAL,"Cuartel de la Rivera 4926, Asunción 001414, Paraguay",,,,Asunción,,,,-25.3031681,-57.5872896,0992 330183,,,,,beauty_salon|establishment|point_of_interest|spa,beauty_salon,,4.8,66,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:14.948832
,CORPOX - Estética Profesional,OPERATIONAL,"Juan Manuel Frutos Pane 127, Asunción 001209, Paraguay",,,,Asunción,,,,-25.2913024,-57.61445689999999,,,,,,beauty_salon|establishment|point_of_interest,beauty_salon,,4.8,68,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:15.337203
,Sempre Bela Fisio Estética,OPERATIONAL,"Asunción 001522, Paraguay",,,,Asunción,,,,-25.2611875,-57.55643749999999,0986 663434,,,,,establishment|point_of_interest|spa,establishment,,4.9,116,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:16.111569
,Dra. Diana Grossling,OPERATIONAL,"Eusebio Lillo Robles 1750, Asunción 1750, Paraguay",,,,Asunción,,,,-25.2903428,-57.5721832,0982 160036,,,,,beauty_salon|establishment|point_of_interest|spa,beauty_salon,,4.8,34,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-15T00:39:16.889755
,Yinde Glam,OPERATIONAL,"Carlos Alberto Gómez, Asunción 001519, Paraguay",,,,Asunción,,,,-25.2572677,-57.5710717,0982 288191,,,,,beauty_salon|establishment|point_of_interest,beauty_salon,,5.0,12,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T00:39:17.699160
,Camila Sanabria - Uñas Esculpidas,OPERATIONAL,"Mario I. Ortiz R. casi, Asunción 001518, Paraguay",,,,Asunción,,,,-25.2542287,-57.5857492,0992 912657,,,,,establishment|hair_care|point_of_interest,establishment,,3.7,3,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,50,MEDIUM,2026-04-15T00:39:21.033148
,Belleza en Uñas - Magali Ocampo,OPERATIONAL,"Sta. Rosa casi, Asunción 001535, Paraguay",,,,Asunción,,,,-25.2786787,-57.5892994,0984 539599,,,,,beauty_salon|establishment|point_of_interest,beauty_salon,,5.0,13,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T00:39:21.424513
,Teju Jagua Tatuajes,OPERATIONAL,"O'Leary casi, Asunción 001012, Paraguay",,,,Asunción,,,,-25.2797926,-57.63828349999999,0985 857700,,,,,establishment|point_of_interest|store,establishment,,4.7,192,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:25.179798
,Itto Tattoo & Body Piercing,OPERATIONAL,"Av. Juan Domingo Perón 3285, Asunción 001304, Paraguay",,,,Asunción,,,,-25.3390298,-57.6345231,0961 940826,,,,,establishment|point_of_interest,establishment,,4.9,81,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:26.354423
,studio 22 body piercing & tattoo,OPERATIONAL,"1 De Mayo 9038, Fernando de la Mora 110315, Paraguay",,,Fernando Zona Sur,Fernando de la Mora,,,,-25.3427626,-57.54788250000001,0983 816627,,,,,establishment|jewelry_store|point_of_interest|store,establishment,,4.9,954,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:27.168042
,Tatuajes,OPERATIONAL,"Teniente Héctor Vera 1443-1407, Asunción 001411, Paraguay",,,,Asunción,,,,-25.2872556,-57.5755564,0976 408281,,,,,establishment|point_of_interest,establishment,,3.0,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,40,MEDIUM,2026-04-15T00:39:27.554418
,Metxmorfosis,OPERATIONAL,"Cruz Del Chaco, Asunción 001412, Paraguay",,,,Asunción,,,,-25.2956503,-57.5794876,0971 304790,,,,,establishment|point_of_interest,establishment,,4.6,33,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-15T00:39:27.944768
,MaraikuaaseTattoo,OPERATIONAL,"Fulgencio R. Moreno 387, Asunción 001101, Paraguay",,,,Asunción,,,,-25.2874817,-57.63417519999999,0994 982961,,,,,establishment|point_of_interest,establishment,,4.9,57,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:28.744311
,Ares Studio,OPERATIONAL,"Herrera 692, Asunción 001101, Paraguay",,,,Asunción,,,,-25.287842,-57.6310344,0987 145000,,,,,establishment|point_of_interest,establishment,,5.0,21,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-15T00:39:29.924730
,Tattoo Flash Studio,OPERATIONAL,"Tte. 2do. Alejandro Monges, Asunción 001507, Paraguay",,,,Asunción,,,,-25.2445596,-57.552426,0986 517485,,,,,establishment|point_of_interest,establishment,,5.0,9,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T00:39:31.101885
,Masajes Asuncion,OPERATIONAL,"Santisimo Sacramento casi, Asunción 001519, Paraguay",,,,Asunción,,,,-25.2549546,-57.5762453,0986 855888,,,,,establishment|point_of_interest,establishment,,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,40,MEDIUM,2026-04-15T00:39:34.813360
,Urban Spa Acquadolce,OPERATIONAL,"Tacuary 1334 e/ 1ra. y 2da. Proyectada, Tacuary 1334, Asunción 001103, Paraguay",,,,Asunción,,,,-25.295013,-57.6349107,0961 281515,,,,,beauty_salon|establishment|hair_care|health|point_of_interest|spa,beauty_salon,,4.7,309,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:35.212629
,Masaje RUSO,OPERATIONAL,"Eusebio Lillo Robles 2808, Asunción 001407, Paraguay",,,,Asunción,,,,-25.2930583,-57.5584476,0991 369971,,,,,establishment|point_of_interest,establishment,,5.0,87,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:35.615329
,DEPICENTER lo mejor en depilacion VENEZUELA,OPERATIONAL,"Avenida Venezuela 593 e, Av. España y, Asunción 1721, Paraguay",,,,Asunción,,,,-25.2865376,-57.595121,,,,,,beauty_salon|establishment|hair_care|point_of_interest,beauty_salon,,4.7,48,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-15T00:39:39.819846
,BleuDepilación,OPERATIONAL,"Cnel. Ramón Diaz 564, Asunción 001416, Paraguay",,,,Asunción,,,,-25.3010256,-57.5779929,0971 161733,,,,,beauty_salon|establishment|point_of_interest,beauty_salon,,4.9,141,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:40.619250
,Espaçolaser Depilación,OPERATIONAL,"Del Maestro, &, Asunción 001411, Paraguay",,,,Asunción,,,,-25.2916537,-57.5783624,0991 856305,,,,,beauty_salon|establishment|hair_care|point_of_interest|store,beauty_salon,,3.9,28,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T00:39:40.992753
,Bonita Depilaciones,OPERATIONAL,"Isaac Kostianovsky 5874, Asunción 1001, Paraguay",,,,Asunción,,,,-25.3095138,-57.577589,0985 881864,,,,,beauty_salon|clothing_store|establishment|hair_care|point_of_interest|store,beauty_salon,,4.9,231,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:41.807249
,DepiPink - Barrio Herrera,OPERATIONAL,"Pte. Juan Manuel Frutos 2626 entre, Capitán Emeterio Miranda y, Asunción 001407, Paraguay",,,,Asunción,,,,-25.294667,-57.56230780000001,0971 226221,,,,,beauty_salon|establishment|hair_care|point_of_interest,beauty_salon,,4.8,184,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:42.191005
,Ciria Depilaciones Campo Grande,OPERATIONAL,"PFH3+636, Asunción 001524, Paraguay",,,,Asunción,,,,-25.2719595,-57.5473559,0981 933247,,,,,beauty_salon|establishment|hair_care|point_of_interest,beauty_salon,,4.8,152,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:42.593464
,Balvi depilaciones,OPERATIONAL,"PCGP+GFG, Dr. Gerónimo Zubizarreta, Asunción 001526, Paraguay",,,,Asunción,,,,-25.2736861,-57.56378350000001,(021) 662 870,,,,,beauty_salon|establishment|hair_care|point_of_interest,beauty_salon,,4.6,44,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-15T00:39:43.004808
,EL RINCON Cejas & mas,OPERATIONAL,"Narciso R. Colmán, Asunción 001527, Paraguay",,,,Asunción,,,,-25.2788099,-57.5698866,0986 184890,,,,,beauty_salon|establishment|hair_care|point_of_interest|store,beauty_salon,,4.7,46,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-15T00:39:43.792727
,Lyon Gym,OPERATIONAL,"Av. Primer Presidente, Asunción 001518, Paraguay",,,,Asunción,,,,-25.2518711,-57.57947919999999,0986 657777,,,,,establishment|gym|health|point_of_interest,establishment,,4.8,148,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:47.216864
,Gorilla's Gym,OPERATIONAL,"Itapua 822, Asunción 001531, Paraguay",,,,Asunción,,,,-25.2643872,-57.58057849999999,0994 462100,,,,,establishment|gym|health|point_of_interest,establishment,,4.8,67,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:47.602468
,FitXpress 20',OPERATIONAL,"PCMJ+G27, Asunción 001520, Paraguay",,,,Asunción,,,,-25.2662142,-57.5699412,0981 687752,,,,,establishment|gym|health|point_of_interest,establishment,,4.9,22,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-15T00:39:48.370503
,KR Training - Lomas,OPERATIONAL,"Avenida Doctor Felipe Molas López &, Río Ypane, Asunción 001531, Paraguay",,,,Asunción,,,,-25.2659362,-57.5765009,0981 758822,,,,,establishment|gym|health|point_of_interest,establishment,,4.9,12,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T00:39:48.767613
,Curda Gym,OPERATIONAL,"PCHJ+F84 Yasy C, Cap. Domingo Antonio Ortiz, Asunción 1113, Paraguay",,,,Asunción,,,,-25.2713606,-57.5691828,,,,,,establishment|gym|health|point_of_interest,establishment,,5.0,17,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T00:39:49.165787
,Fibra Academia,OPERATIONAL,"Caracas 294, Asunción 1209, Paraguay",,,,Asunción,,,,-25.2586913,-57.5780947,(021) 280 084,,,,,establishment|gym|health|point_of_interest,establishment,,4.6,73,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:49.945598
,Gimnasio Get Fit,OPERATIONAL,"PCG7+Q33, Profesor Mario Mariotti, Asunción 001534, Paraguay",,,,Asunción,,,,-25.2727381,-57.58748989999999,0981 764258,,,,,establishment|gym|health|point_of_interest,establishment,,4.7,54,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:51.144507
,Lion Gym,OPERATIONAL,"Av. Gral. José Gervasio Artigas 4289, Asunción 001518, Paraguay",,,,Asunción,,,,-25.2527603,-57.57960079999999,,,,,,establishment|gym|health|point_of_interest,establishment,,4.7,59,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:52.344483
,Go Fitness Gym,OPERATIONAL,"Av. Venezuela, Asunción 001533, Paraguay",,,,Asunción,,,,-25.2671269,-57.5937853,0982 157720,,,,,establishment|gym|health|point_of_interest,establishment,,5.0,10,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-15T00:39:52.735929
,ARMOR Cross & Functional,OPERATIONAL,"Av. Primer Presidente 1.478, Asunción 001519, Paraguay",,,,Asunción,,,,-25.2542615,-57.5746766,0981 616391,,,,,establishment|gym|health|point_of_interest,establishment,,5.0,41,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-15T00:39:53.134090
,SG training,OPERATIONAL,"PCJ6+MHW, Sgto. Toribio Valinotti, Asunción 001533, Paraguay",,,,Asunción,,,,-25.2682684,-57.588542,0992 315496,,,,,establishment|gym|health|point_of_interest,establishment,,4.7,84,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:53.915352
,Complejo Cocodrilo (Mburucuya Fitness),OPERATIONAL,"PCJP+J48, Av. Santísima Trinidad, Asunción 001521, Paraguay",,,,Asunción,,,,-25.2684588,-57.564666,0986 106062,,,,,establishment|gym|health|point_of_interest,establishment,,4.5,269,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:54.312565
,Portas barber shop,OPERATIONAL,"Av. Santa Teresa, Fernando de la Mora 110301, Paraguay",,,,Fernando de la Mora,,,,-25.298647,-57.5449081,0994 215627,,,,,establishment|hair_care|health|point_of_interest,establishment,,4.9,162,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:39:58.111619
,PANY Beauty Bar,OPERATIONAL,"San Rafael 1166, Asunción 001527, Paraguay",,,,Asunción,,,,-25.2753861,-57.5712105,0981 834878,,,,,establishment|hair_care|point_of_interest,establishment,,4.9,60,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:40:05.472493
,Divadivini Hair Salón,OPERATIONAL,"Juan S Bogarin 4860, Asunción 001412, Paraguay",,,,Asunción,,,,-25.2977116,-57.58515639999999,0985 731137,,,,,establishment|hair_care|point_of_interest,establishment,,4.8,47,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-15T00:40:05.889654
,Jessica Maia Curls,OPERATIONAL,"Virgilio Mola y, Asunción 001535, Paraguay",,,,Asunción,,,,-25.2837009,-57.5927988,0983 158945,,,,,establishment|hair_care|point_of_interest,establishment,,4.8,83,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-15T00:40:06.269628
