place_id,name,status,address,street_number,street_name,neighborhood,city,state,postal_code,country,lat,lng,phone,international_phone,website,google_maps_url,google_maps_direction_url,types,primary_type,vertical,rating,total_reviews,price_level,is_open_now,saturday_hours,sunday_hours,photo_count,editorial_summary,wheelchair_accessible,takeout,delivery,dine_in,curbside_pickup,reservable,good_for_children,good_for_groups,outdoor_seating,live_music,serves_beer,serves_wine,serves_vegan,serves_vegetarian,serves_breakfast,serves_lunch,serves_dinner,serves_brunch,parking_options,payment_options,has_website,website_status,website_is_social_only,website_is_free_builder,website_uses_https,website_redirects_to_social,lead_score,lead_priority,scraped_at
,Clínica Galema de la Doctora Lorena González,OPERATIONAL,"Dr. Osvaldo Chavez 1717, Asunción 001422, Paraguay",1717,Doctor Osvaldo Chavez,Pettirossi,Asunción,Asunción,,Paraguay,-25.3123253,-57.5932913,0976 567568,+595 976 567568,,https://maps.google.com/?cid=14753632143017496340,,establishment|health|point_of_interest,establishment,Other,5.0,5,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-14T23:44:59.158443
,"Essenza cirugia, medicina estética y odontologica",OPERATIONAL,"Cerro Cora 3948 & Radio Operadores del Chaco, Cerro Corá 3948, Asunción 1594, Paraguay",3948,Cerro Corá,Pettirossi,Asunción,Asunción,,Paraguay,-25.3021313,-57.5972728,0986 318186,+595 986 318186,,https://maps.google.com/?cid=4164317871474300305,,establishment|health|point_of_interest,establishment,Other,4.3,6,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-14T23:44:59.556127
,Clínica Destéfano,OPERATIONAL,"Cerro Corá y, Asunción 001227, Paraguay",y,33 Orientales,Tte. Fariña,Asunción,Asunción,,Paraguay,-25.2977145,-57.60894440000001,0981 211380,+595 981 211380,,https://maps.google.com/?cid=9887353606913148092,,establishment|point_of_interest,establishment,Other,5.0,2,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-14T23:44:59.961064
,Centro Médico Corppolive,OPERATIONAL,"Santisimo Sacramento 3069, Asunción 001519, Paraguay",3069,Santisimo Sacramento,Mcal. López,Asunción,Asunción,,Paraguay,-25.2553413,-57.5772593,0971 568547,+595 971 568547,,https://maps.google.com/?cid=2379231995811348932,,establishment|health|hospital|point_of_interest,establishment,Health & Medical,5.0,259,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,85,HIGH,2026-04-14T23:45:03.447892
,Carolina Zarate Spa,OPERATIONAL,"Mariscal Antonio Jose Sucre, Asunción 001411, Paraguay",,Mariscal Antonio Jose Sucre,Canógrafa,Asunción,Asunción,,Paraguay,-25.2905983,-57.5749821,0981 800788,+595 981 800788,https://www.instagram.com/carolinazaratespa/,https://maps.google.com/?cid=5181655666533394573,,establishment|point_of_interest|spa,establishment,Beauty & Wellness,4.8,205,,,,,0,,,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,80,HIGH,2026-04-14T23:45:04.298581
,Bethel Spa Asuncion,OPERATIONAL,"Av. Santísima Trinidad 1995, Asunción 001520, Paraguay",1995,Avenida Santísima Trinidad,Centro,Asunción,Asunción,,Paraguay,-25.2650858,-57.5707506,,,https://www.instagram.com/bethelasuncion/,https://maps.google.com/?cid=7714697824772540596,,establishment|point_of_interest|spa,establishment,Beauty & Wellness,4.3,80,,,,,0,,,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,75,HIGH,2026-04-14T23:45:04.718436
,Sempre Bela Fisio Estética,OPERATIONAL,"Asunción 001522, Paraguay",,,Manorá,Asunción,Asunción,,Paraguay,-25.2611875,-57.55643749999999,0986 663434,+595 986 663434,,https://maps.google.com/?cid=2423845964427969905,,establishment|point_of_interest|spa,establishment,Beauty & Wellness,4.9,116,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,85,HIGH,2026-04-14T23:45:05.179634
,Skin Solutions,OPERATIONAL,"Dr. Teodoro Rojas 635 Casi, Asunción 1147, Paraguay",635 Casi,Coronel Manuel José Montiel,Mcal. López,Asunción,Asunción,,Paraguay,-25.2546788,-57.58021739999999,0985 460765,+595 985 460765,,https://maps.google.com/?cid=16756176333419620342,,beauty_salon|establishment|point_of_interest|spa,beauty_salon,Beauty & Wellness,4.8,16,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-14T23:45:05.999765
,Sky Head Spa,OPERATIONAL,"Sgto. José León Gauto 660 casi, Asunción 001207, Paraguay",660 casi,Soldado Paraguayo,Pettirossi,Asunción,Asunción,,Paraguay,-25.2823441,-57.59574180000001,0972 446106,+595 972 446106,,https://maps.google.com/?cid=3622178759079401111,,establishment|point_of_interest|spa,establishment,Beauty & Wellness,5.0,9,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-14T23:45:06.392023
,Bendito Spa Boutique Carmelitas,OPERATIONAL,"PC9G+7P5, Asunción 001529, Paraguay",,,Canógrafa,Asunción,Asunción,,Paraguay,-25.282158,-57.5731437,0993 555560,+595 993 555560,,https://maps.google.com/?cid=6642491424284177894,,establishment|point_of_interest|spa,establishment,Beauty & Wellness,4.9,26,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,80,HIGH,2026-04-14T23:45:06.789061
,Calma tu alma estética integral central,OPERATIONAL,"Av. España 2031 casi, Asunción 2060, Paraguay",2031 casi,Avenida España,Pettirossi,Asunción,Asunción,,Paraguay,-25.2879066,-57.601607,0983 444427,+595 983 444427,http://www.facebook.com/calmatualmaspa,https://maps.google.com/?cid=6573544271868814481,,establishment|point_of_interest|spa,establishment,Beauty & Wellness,4.6,159,,,,,0,,,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,80,HIGH,2026-04-14T23:45:07.190099
,Amaran Estética,OPERATIONAL,"Cuartel de la Rivera 4926, Asunción 001414, Paraguay",4926,Cuartel de la Rivera,Canógrafa,Asunción,Asunción,,Paraguay,-25.3031681,-57.5872896,0992 330183,+595 992 330183,,https://maps.google.com/?cid=3054484626200256296,,beauty_salon|establishment|point_of_interest|spa,beauty_salon,Beauty & Wellness,4.8,66,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,85,HIGH,2026-04-14T23:45:07.998134
,BONICA - Women's Club,OPERATIONAL,"Teniente Héctor Vera esq, Asunción 1816, Paraguay",esq,Senador Huey Pierce Long,Canógrafa,Asunción,Asunción,,Paraguay,-25.2863258,-57.5765019,0982 669939,+595 982 669939,,https://maps.google.com/?cid=6199240754809078488,,beauty_salon|establishment|point_of_interest|spa,beauty_salon,Beauty & Wellness,4.8,66,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,85,HIGH,2026-04-14T23:45:08.415369
,Mudraa Spa Py,OPERATIONAL,"Carmen Soler 3640 c, Asunción 0000, Paraguay",3640 c,Gaudioso Nuñez,Pettirossi,Asunción,Asunción,,Paraguay,-25.2987219,-57.6004613,0971 186989,+595 971 186989,https://www.instagram.com/mudraa.py/,https://maps.google.com/?cid=14647592378158731390,,establishment|point_of_interest|spa,establishment,Beauty & Wellness,4.9,116,,,,,0,,,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,80,HIGH,2026-04-14T23:45:08.809365
,Andessa Beauty Spa,OPERATIONAL,"Moisés Bertoni 2829, Asunción 1234, Paraguay",2829,Moisés Bertoni,Canógrafa,Asunción,Asunción,,Paraguay,-25.2982342,-57.56152580000001,0972 117210,+595 972 117210,,https://maps.google.com/?cid=3523732778939365990,,establishment|point_of_interest|spa,establishment,Beauty & Wellness,5.0,86,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,85,HIGH,2026-04-14T23:45:09.229243
,Urban Spa Acquadolce,OPERATIONAL,"Tacuary 1334 e/ 1ra. y 2da. Proyectada, Tacuary 1334, Asunción 001103, Paraguay",1334,Tacuary,Santa Ana,Asunción,Asunción,,Paraguay,-25.295013,-57.6349107,0961 281515,+595 961 281515,,https://maps.google.com/?cid=8318301802922384466,,beauty_salon|establishment|hair_care|health|point_of_interest|spa,beauty_salon,Beauty & Wellness,4.7,309,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,85,HIGH,2026-04-14T23:45:09.638892
,Dermalaser,OPERATIONAL,"Vasconcellos 1345, Asunción 001410, Paraguay",1345,Vasconcellos,Canógrafa,Asunción,Asunción,,Paraguay,-25.2855909,-57.5683925,0981 906090,+595 981 906090,,https://maps.google.com/?cid=8457319584351382246,,establishment|health|point_of_interest,establishment,Other,4.0,36,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,80,HIGH,2026-04-14T23:45:12.944054
,Alma Spa,OPERATIONAL,"Jacaranda, Tajy, San Lorenzo 111403, Paraguay",,Tajy,Fernando de la Mora (parte),San Lorenzo,Tetãvore Central,,Paraguay,-25.3152818,-57.51810649999999,0974 232300,+595 974 232300,,https://maps.google.com/?cid=1867927463085414135,,establishment|health|point_of_interest|spa,establishment,Beauty & Wellness,4.3,6,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-14T23:45:13.357120
,Vital Clinica Integral,OPERATIONAL,"Edificio ABIBA, Alcorta 360 casi, Asunción 1609, Paraguay",360 casi,Luis Patri,Pettirossi,Asunción,Asunción,,Paraguay,-25.3108381,-57.59853889999999,0971 622111,+595 971 622111,,https://maps.google.com/?cid=2428834487726268241,,establishment|health|point_of_interest,establishment,Other,5.0,3,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-14T23:45:13.735211
,American Center,OPERATIONAL,"Tte. Ricardo Cocco Riveros 1, Asunción 001207, Paraguay",,,Pettirossi,Asunción,Paraguay,,Paraguay,-25.2908529,-57.5982195,(021) 615 442,+595 21 615 442,http://www.facebook.com/AmericanCenterPy,https://maps.google.com/?cid=12348440124378925673,,establishment|health|point_of_interest,establishment,Other,4.4,7,,,,,0,,,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,70,HIGH,2026-04-14T23:45:14.134551
,Zalyra | Armonización facial y corporal,OPERATIONAL,"Asunción 001527, Paraguay",,,Canógrafa,Asunción,Asunción,,Paraguay,-25.2816572,-57.56570379999999,0982 465060,+595 982 465060,,https://maps.google.com/?cid=10813296819256683722,,doctor|establishment|health|point_of_interest,doctor,Health & Medical,5.0,8,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-14T23:45:14.925411
,Star Bella,OPERATIONAL,"My. Carmelo Peralta 3087, Asunción 001240, Paraguay",3087,Centenario,Lambaré (parte),Asunción,Asunción,,Paraguay,-25.3183122,-57.6223458,0982 237978,+595 982 237978,,https://maps.google.com/?cid=8022918428426292743,,establishment|point_of_interest,establishment,Other,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,50,MEDIUM,2026-04-14T23:45:15.703956
,Beauty Center Paraguay,OPERATIONAL,"Jaime Bestard 2728, Asunción 001402, Paraguay",2728,Jaime Bestard,Recoleta,Asunción,Asunción,,Paraguay,-25.2844818,-57.55729039999999,0971 668800,+595 971 668800,,https://maps.google.com/?cid=3949657355352930741,,beauty_salon|establishment|point_of_interest|spa,beauty_salon,Beauty & Wellness,5.0,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-14T23:45:16.464785
,LC BEAUTY & CARE,OPERATIONAL,"Teniente Figueredo y, Asunción 0000, Paraguay",y,Calle La Unión,Pyrá,Asunción,Asunción,,Paraguay,-25.2295388,-57.5582921,0994 281661,+595 994 281661,,https://maps.google.com/?cid=16126805058713355528,,beauty_salon|establishment|point_of_interest|spa,beauty_salon,Beauty & Wellness,5.0,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-14T23:45:16.877512
,Saona Spa & Peluquería,OPERATIONAL,"Angel Espinoza 1427 entre, Manuel Blinder y, Asunción 1880, Paraguay",y,Teresa Lamas Carísimo,Canógrafa,Asunción,Paraguay,,Paraguay,-25.3098217,-57.5835938,0982 277770,+595 982 277770,http://facebook.com/saonaspa1,https://maps.google.com/?cid=11580438482955209992,,beauty_salon|establishment|point_of_interest|spa,beauty_salon,Beauty & Wellness,4.7,224,,,,,0,,,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,80,HIGH,2026-04-14T23:45:17.299539
,Ambar Masaje Terapéutico,OPERATIONAL,"Masonería Paraguaya 7305 esq, Asunción 001419, Paraguay",7305 esq,Mecanicos de Aviacion,Canógrafa,Asunción,Asunción,,Paraguay,-25.314203,-57.5601849,0982 913225,+595 982 913225,https://web.facebook.com/AMBARMASAJETERAPEUTICO,https://maps.google.com/?cid=13233707422351271532,,establishment|point_of_interest,establishment,Other,5.0,5,,,,,0,,,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,70,HIGH,2026-04-14T23:45:21.456659
,Masajes Asuncion,OPERATIONAL,"Santisimo Sacramento casi, Asunción 001519, Paraguay",casi,Sargento Primero Juan Cespedes,Mcal. López,Asunción,Asunción,,Paraguay,-25.2549546,-57.5762453,0986 855888,+595 986 855888,,https://maps.google.com/?cid=1449061746140380945,,establishment|point_of_interest,establishment,Other,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,50,MEDIUM,2026-04-14T23:45:21.841857
,Masaje RUSO,OPERATIONAL,"Eusebio Lillo Robles 2808, Asunción 001407, Paraguay",2808,Eusebio Lillo Robles,Canógrafa,Asunción,Asunción,,Paraguay,-25.2930583,-57.5584476,0991 369971,+595 991 369971,,https://maps.google.com/?cid=3451141366346108905,,establishment|point_of_interest,establishment,Other,5.0,87,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,85,HIGH,2026-04-14T23:45:22.255762
,Borcelle Spa,OPERATIONAL,"JCPX+8XH, Asunción 0012, Paraguay",,,Santa Ana,Asunción,Asunción,,Paraguay,-25.2921792,-57.6254541,0981 044443,+595 981 044443,https://instagram.com/borcellespa.py?igshid=MTk0NTkyODZkYg==,https://maps.google.com/?cid=7095285031299920198,,establishment|point_of_interest|spa,establishment,Beauty & Wellness,4.8,44,,,,,0,,,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,75,HIGH,2026-04-14T23:45:22.668751
,The Prevention Therapy Center,OPERATIONAL,"Itapua &, Av. Santísima Trinidad, Asunción 001520, Paraguay",,Avenida Santísima Trinidad,Centro,Asunción,Asunción,,Paraguay,-25.2611261,-57.5768894,0981 735994,+595 981 735994,,https://maps.google.com/?cid=2155780593286938128,,establishment|health|point_of_interest,establishment,Other,4.8,216,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,85,HIGH,2026-04-14T23:45:23.854346
,Armonía Bienestar y Estetica,OPERATIONAL,"Boquerón 353 esquina, Asunción 1409, Paraguay",353 esquina,Boquerón,Tte. Fariña,Asunción,Asunción,,Paraguay,-25.2866096,-57.61803930000001,0981 454905,+595 981 454905,,https://maps.google.com/?cid=10164480919119384970,,establishment|point_of_interest|spa,establishment,Beauty & Wellness,4.9,52,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,85,HIGH,2026-04-14T23:45:24.632616
,Teranu,OPERATIONAL,"Guillermo Saraví, Asunción 001414, Paraguay",,Guillermo Saraví,Pettirossi,Asunción,Asunción,,Paraguay,-25.3019804,-57.5906093,0971 252626,+595 971 252626,,https://maps.google.com/?cid=11181812117761772115,,establishment|point_of_interest|spa,establishment,Beauty & Wellness,4.8,184,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,85,HIGH,2026-04-14T23:45:25.046586
,Bienestar spa y fisioterapia,OPERATIONAL,"Mariscal Francisco Solano Lopez casi, Lambaré 110724, Paraguay",casi,Nanawa,Lambaré (parte),Lambaré,Central,,Paraguay,-25.3474505,-57.6285895,0992 445867,+595 992 445867,,https://maps.google.com/?cid=17495621327193672380,,establishment|point_of_interest|spa,establishment,Beauty & Wellness,4.8,24,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,80,HIGH,2026-04-14T23:45:25.438388
,RINNOVO - Terapia Física Integral,OPERATIONAL,"José Asunción Flores 3483, Asunción 001230, Paraguay",3483,José Asunción Flores,Tte. Fariña,Asunción,Asunción,,Paraguay,-25.3045996,-57.6055147,0974 587000,+595 974 587000,,https://maps.google.com/?cid=12576304372113854889,,establishment|health|physiotherapist|point_of_interest,establishment,Health & Medical,5.0,5,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-14T23:45:25.839776
,Namaste Spa Male,OPERATIONAL,"Dr. Carlos Abdala 1006, Asunción 001528, Paraguay",1006,Doctor Carlos Abdala,Canógrafa,Asunción,Asunción,,Paraguay,-25.2763051,-57.5710664,0985 660289,+595 985 660289,,https://maps.google.com/?cid=5311162469668517211,,establishment|health|point_of_interest|spa,establishment,Beauty & Wellness,3.9,29,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-14T23:45:26.266659
,Nuevos Hábitos Spa & Centro de Masajes,OPERATIONAL,"Guillermo Saraví esq, Asunción 001413, Paraguay",esq,Cap. Juan Genaro Lafranconi,Canógrafa,Asunción,Asunción,,Paraguay,-25.2974277,-57.58861519999999,0981 966000,+595 981 966000,,https://maps.google.com/?cid=1904969769595652945,,beauty_salon|establishment|point_of_interest,beauty_salon,Beauty & Wellness,4.9,24,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,80,HIGH,2026-04-14T23:45:26.654124
,Vitalis Spa Center,OPERATIONAL,"Sargento Martínez 289 entre Dr. Abente Haedo y Dr. Telmo Aquino, Asunción 1112, Paraguay",,,Pettirossi,Asunción,Paraguay,,Paraguay,-25.2935,-57.59647280000001,0972 191875,+595 972 191875,,https://maps.google.com/?cid=4688576792513283473,,doctor|establishment|health|point_of_interest|spa,doctor,Health & Medical,4.4,20,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,80,HIGH,2026-04-14T23:45:27.474331
,PIBA estetica y depilación,OPERATIONAL,"PC3C+XQP, Av. Mariscal López, Asunción 1814, Paraguay",,Avenida Mariscal López,Canógrafa,Asunción,Asunción,,Paraguay,-25.2951899,-57.5785654,0994 242249,+595 994 242249,https://www.instagram.com/piba.estetica/,https://maps.google.com/?cid=16318985808696029694,,beauty_salon|establishment|hair_care|health|point_of_interest,beauty_salon,Beauty & Wellness,4.9,327,,,,,0,,,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,80,HIGH,2026-04-14T23:45:31.202148
,Espaçolaser Depilación,OPERATIONAL,"Del Maestro, &, Asunción 001411, Paraguay",,Senador Huey Pierce Long,Canógrafa,Asunción,Asunción,,Paraguay,-25.2916537,-57.5783624,0991 856305,+595 991 856305,,https://maps.google.com/?cid=6186313033750310549,,beauty_salon|establishment|hair_care|point_of_interest|store,beauty_salon,Beauty & Wellness,3.9,28,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-14T23:45:31.996855
,Galilea Estetica,OPERATIONAL,"Sta. Rosa 944 c, Asunción 1411, Paraguay",944 c,Sargento José León Gauto,Sajonia,Asunción,Asunción,,Paraguay,-25.2826214,-57.59021970000001,0994 681789,+595 994 681789,,https://maps.google.com/?cid=9709581609310070444,,establishment|point_of_interest|store,establishment,Retail & Shopping,5.0,395,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,85,HIGH,2026-04-14T23:45:32.388756
,BleuDepilación,OPERATIONAL,"Cnel. Ramón Diaz 564, Asunción 001416, Paraguay",564,Coronel Ramón Diaz,Canógrafa,Asunción,Asunción,,Paraguay,-25.3010256,-57.5779929,0971 161733,+595 971 161733,,https://maps.google.com/?cid=18115143589449709051,,beauty_salon|establishment|point_of_interest,beauty_salon,Beauty & Wellness,4.9,141,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,85,HIGH,2026-04-14T23:45:32.801676
,Tessa Laser,OPERATIONAL,"Dr. José Gómez Brizuela 1436, Asunción 001520, Paraguay",1436,Doctor José Gómez Brizuela,Manorá,Asunción,Asunción,,Paraguay,-25.2644831,-57.55749109999999,0971 616222,+595 971 616222,,https://maps.google.com/?cid=678127356903865167,,beauty_salon|establishment|hair_care|health|point_of_interest,beauty_salon,Beauty & Wellness,5.0,3,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-14T23:45:33.206425
,MMUSA CLÍNICA DEPILACION LÁSER,OPERATIONAL,"Doctor Toribio Pacheco &, Charles De Gaulle, Asunción 001412, Paraguay",,Charles De Gaulle,Canógrafa,Asunción,Asunción,,Paraguay,-25.2987686,-57.5829265,0981 131368,+595 981 131368,,https://maps.google.com/?cid=1938820290274325516,,beauty_salon|establishment|point_of_interest,beauty_salon,Beauty & Wellness,4.3,42,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,80,HIGH,2026-04-14T23:45:33.610465
