place_id,name,status,address,street_number,street_name,neighborhood,city,state,postal_code,country,lat,lng,phone,international_phone,website,google_maps_url,google_maps_direction_url,types,primary_type,vertical,rating,total_reviews,price_level,is_open_now,saturday_hours,sunday_hours,photo_count,editorial_summary,wheelchair_accessible,takeout,delivery,dine_in,curbside_pickup,reservable,good_for_children,good_for_groups,outdoor_seating,live_music,serves_beer,serves_wine,serves_vegan,serves_vegetarian,serves_breakfast,serves_lunch,serves_dinner,serves_brunch,parking_options,payment_options,has_website,website_status,website_is_social_only,website_is_free_builder,website_uses_https,website_redirects_to_social,lead_score,lead_priority,scraped_at
,Haven Salón de Belleza Mburucuyá,OPERATIONAL,"Julio Correa 1135, Asunción 001521, Paraguay",1135,Julio Correa,Recoleta,Asunción,Asunción,001521,Paraguay,-25.2663093,-57.56121309999999,0993 583950,+595 993 583950,https://linktr.ee/havensalondebelleza.py,https://maps.google.com/?cid=112357672709845985,"https://www.google.com/maps/dir/?api=1&destination=-25.2663093,-57.56121309999999",beauty_salon|establishment|hair_care|point_of_interest,beauty_salon,Beauty & Wellness,4.0,12,,True,Saturday: 9:00 AM – 8:00 PM,Sunday: Closed,10,,True,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,70,HIGH,2026-04-14T18:50:15.893846
,DiDonna - Artistas del cabello,OPERATIONAL,"Edificio Fiore di Maggio, Prof. César Vasconcellos 1111, Asunción 001410, Paraguay",1111,Profesor César Vasconcellos,Canógrafa,Asunción,Asunción,001410,Paraguay,-25.2865483,-57.56796070000001,0981 448445,+595 981 448445,,https://maps.google.com/?cid=16098735480451763002,"https://www.google.com/maps/dir/?api=1&destination=-25.2865483,-57.56796070000001",establishment|hair_care|point_of_interest,establishment,Beauty & Wellness,4.8,58,,True,Saturday: 9:00 AM – 8:00 PM,Sunday: Closed,10,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,85,HIGH,2026-04-14T18:50:16.311080
,Velours Clínica Medicina Estética,OPERATIONAL,"Papa Juan XXIII y, Asunción 001529, Paraguay",y,Cesar Lopez Moreira,Canógrafa,Asunción,Asunción,001529,Paraguay,-25.2812609,-57.569156,0991 855939,+595 991 855939,https://velours.com.py/,https://maps.google.com/?cid=6762538309419105248,"https://www.google.com/maps/dir/?api=1&destination=-25.2812609,-57.569156",beauty_salon|establishment|hair_care|health|point_of_interest|store,beauty_salon,Beauty & Wellness,5.0,1278,,True,Saturday: 7:00 AM – 9:00 PM,Sunday: Closed,10,,True,,,,,,,,,,,,,,,,,,,,True,active,False,False,True,False,45,MEDIUM,2026-04-14T18:50:16.922390
,Obsession Nails & Beauty,OPERATIONAL,"Av. Brasilia 1155, Asunción 001205, Paraguay",1155,Avenida Brasilia,Pettirossi,Asunción,Asunción,001205,Paraguay,-25.2773315,-57.5998849,0981 770330,+595 981 770330,,https://maps.google.com/?cid=12934485877125068408,"https://www.google.com/maps/dir/?api=1&destination=-25.2773315,-57.5998849",beauty_salon|establishment|point_of_interest,beauty_salon,Beauty & Wellness,4.2,84,,True,Saturday: Open 24 hours,Sunday: Closed,10,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,85,HIGH,2026-04-14T18:50:17.331990
,Beauty Studio By Tati Martinez,OPERATIONAL,"San Cosme esquina, Asunción 001205, Paraguay",esquina,Avenida Brasilia,Pettirossi,Asunción,Asunción,001205,Paraguay,-25.274057,-57.59901379999999,0971 668569,+595 971 668569,https://www.instagram.com/beautystudio93_?igsh=MWE2MDFwamlkNzhm,https://maps.google.com/?cid=16003870699329835145,"https://www.google.com/maps/dir/?api=1&destination=-25.274057,-57.59901379999999",beauty_salon|establishment|point_of_interest,beauty_salon,Beauty & Wellness,4.8,38,,True,Saturday: 9:00 AM – 8:00 PM,Sunday: 9:00 AM – 8:00 PM,10,,,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,75,HIGH,2026-04-14T18:50:17.735941
,Lash Harmony Beauty Concept - Mburucuya,OPERATIONAL,"Av. Santísima Trinidad 1696, Asunción 1521, Paraguay",1696,Marcelino Pérez Martínez,Recoleta,Asunción,Asunción,1521,Paraguay,-25.2669762,-57.56737349999999,0982 608068,+595 982 608068,https://www.instagram.com/harmonypy/,https://maps.google.com/?cid=10940589321597467209,"https://www.google.com/maps/dir/?api=1&destination=-25.2669762,-57.56737349999999",beauty_salon|establishment|point_of_interest,beauty_salon,Beauty & Wellness,5.0,5,,True,Saturday: 9:00 AM – 6:00 PM,Sunday: Closed,10,,,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,70,HIGH,2026-04-14T18:50:18.144267
,Guapa Spa de Uñas y Estética,OPERATIONAL,"Doctor Juan Eulogio Estigarribia &, Charles De Gaulle, Asunción 001412, Paraguay",,Charles De Gaulle,Canógrafa,Asunción,Asunción,001412,Paraguay,-25.2958029,-57.5804673,0981 192526,+595 981 192526,https://guapaturnos.simplybook.me/v2/,https://maps.google.com/?cid=13519110159026560858,"https://www.google.com/maps/dir/?api=1&destination=-25.2958029,-57.5804673",beauty_salon|establishment|hair_care|point_of_interest|spa,beauty_salon,Beauty & Wellness,4.7,332,,True,Saturday: 8:00 AM – 7:00 PM,Sunday: Closed,10,,True,,,,,,,,,,,,,,,,,,,,True,active,False,False,True,False,45,MEDIUM,2026-04-14T18:50:18.551379
,Derlis Zeballos,OPERATIONAL,"Teniente Primero Dr. Vicente Oddone, Asunción 001527, Paraguay",,San Juan XXIII,Canógrafa,Asunción,Asunción,001527,Paraguay,-25.2810605,-57.56234199999999,0983 846906,+595 983 846906,https://derliszeballos.com/,https://maps.google.com/?cid=5733083858743175008,"https://www.google.com/maps/dir/?api=1&destination=-25.2810605,-57.56234199999999",establishment|point_of_interest|store,establishment,Retail & Shopping,4.4,170,,True,Saturday: 9:00 AM – 7:00 PM,Sunday: Closed,10,,True,,True,,,,,,,,,,,,,,,,,,True,active,False,False,True,False,45,MEDIUM,2026-04-14T18:50:18.950044
,💈| Los Barberos de López ✅ - Barbería y Peluquería Premium - Barber Top Shop Abierta 24 h -cerca de Asunción @barberosdelopez,OPERATIONAL,"25 de Mayo 369 esquina, Asunción 001101, Paraguay",369 esquina,Caballero,Santa Ana,Asunción,Asunción,001101,Paraguay,-25.284535,-57.63190789999999,0971 838282,+595 971 838282,https://www.barberos.com.py/,https://maps.google.com/?cid=16101193368038741410,"https://www.google.com/maps/dir/?api=1&destination=-25.284535,-57.63190789999999",beauty_salon|cafe|establishment|food|hair_care|health|point_of_interest|spa|store,beauty_salon,Food & Beverage,4.9,2167,,True,Saturday: Open 24 hours,Sunday: Open 24 hours,10,,True,,,,,,,,,,,,,,,,,,,,True,active,False,False,True,False,45,MEDIUM,2026-04-14T18:50:22.005143
,Peluquería MMical,OPERATIONAL,"Prócer Juan Manuel Iturbe 106, Asunción 001526, Paraguay",106,Prócer Juan Manuel Iturbe,Recoleta,Asunción,Asunción,001526,Paraguay,-25.2783636,-57.5561992,(021) 606 360,+595 21 606 360,,https://maps.google.com/?cid=6199618288128939196,"https://www.google.com/maps/dir/?api=1&destination=-25.2783636,-57.5561992",establishment|hair_care|point_of_interest,establishment,Beauty & Wellness,4.7,177,,True,Saturday: 8:00 AM – 8:00 PM,Sunday: Closed,10,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,85,HIGH,2026-04-14T18:50:22.415688
,Hair Lab,OPERATIONAL,"Narciso R. Colmán 1539, Asunción 001527, Paraguay",1539,Narciso R. Colmán,Canógrafa,Asunción,Asunción,001527,Paraguay,-25.279393,-57.56705900000001,0972 825777,+595 972 825777,https://www.instagram.com/hairlab.py/,https://maps.google.com/?cid=15329845106700810455,"https://www.google.com/maps/dir/?api=1&destination=-25.279393,-57.56705900000001",establishment|hair_care|point_of_interest,establishment,Beauty & Wellness,4.6,52,,True,Saturday: 9:00 AM – 8:00 PM,Sunday: Closed,10,,,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,80,HIGH,2026-04-14T18:50:22.815184
,La Pelu Hair Estudio,OPERATIONAL,"Cecilio Da Silva 1160, Asunción 001527, Paraguay",1160,Cecilio Da Silva,Canógrafa,Asunción,Asunción,001527,Paraguay,-25.2788199,-57.56701709999999,0981 595979,+595 981 595979,https://www.instagram.com/lapeluhairstudio/,https://maps.google.com/?cid=13870910173314604355,"https://www.google.com/maps/dir/?api=1&destination=-25.2788199,-57.56701709999999",establishment|hair_care|point_of_interest,establishment,Beauty & Wellness,4.7,83,,True,Saturday: 10:00 AM – 8:00 PM,Sunday: Closed,9,,True,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,80,HIGH,2026-04-14T18:50:23.209564
,💈Top Paraguay 🏳️‍🌈 Barberia & Peluquería (Exclusivo),OPERATIONAL,"Edificio Lider 1, Juan E. O'Leary 625 Esq, Asunción 625, Paraguay",625 Esq,Juan E. O'Leary,Santa Ana,Asunción,Asunción,625,Paraguay,-25.282155,-57.63988029999999,0984 333414,+595 984 333414,https://wa.link/veppcy,https://maps.google.com/?cid=726314274658183954,"https://www.google.com/maps/dir/?api=1&destination=-25.282155,-57.63988029999999",establishment|hair_care|health|point_of_interest|store,establishment,Beauty & Wellness,5.0,337,,True,Saturday: 10:00 AM – 11:00 PM,Sunday: 10:00 AM – 11:00 PM,10,,False,,,,,,,,,,,,,,,,,,,,True,active,False,False,True,False,45,MEDIUM,2026-04-14T18:50:23.614928
,Peluquería y Barberia JOSÉ,OPERATIONAL,"MCP4+3CF, Asunción 001422, Paraguay",,,Pettirossi,Asunción,Asunción,001422,Paraguay,-25.3148181,-57.59394330000001,0976 545347,+595 976 545347,,https://maps.google.com/?cid=13612519650688807813,"https://www.google.com/maps/dir/?api=1&destination=-25.3148181,-57.59394330000001",establishment|hair_care|point_of_interest,establishment,Beauty & Wellness,5.0,169,,True,Saturday: 9:00 AM – 8:00 PM,Sunday: Closed,10,,True,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,85,HIGH,2026-04-14T18:50:24.023440
,Peluquería LeF Lety Frutos,OPERATIONAL,"Itapua 530 esq, Asunción 001520, Paraguay",530 esq,Teniente Primero Nemesio Quiñonez,Centro,Asunción,Asunción,001520,Paraguay,-25.2614124,-57.5774759,0981 174309,+595 981 174309,https://m.facebook.com/LeFlapeluqueria/,https://maps.google.com/?cid=10418727854677872078,"https://www.google.com/maps/dir/?api=1&destination=-25.2614124,-57.5774759",establishment|hair_care|point_of_interest,establishment,Beauty & Wellness,4.9,27,,True,Saturday: 9:00 AM – 8:00 PM,Sunday: Closed,1,,True,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,75,HIGH,2026-04-14T18:50:24.420507
,Raio Bemba peluquería,OPERATIONAL,"Gral. Eugenio Alejandrino Garay y, Asunción 1849, Paraguay",y,Del Maestro,Canógrafa,Asunción,Asunción,1849,Paraguay,-25.2900465,-57.58307310000001,0972 656656,+595 972 656656,http://raiobemba.com/,https://maps.google.com/?cid=3920795026311401439,"https://www.google.com/maps/dir/?api=1&destination=-25.2900465,-57.58307310000001",establishment|hair_care|point_of_interest,establishment,Beauty & Wellness,4.7,744,,True,Saturday: 9:00 AM – 7:30 PM,Sunday: Closed,10,,True,,,,,,,,,,,,,,,,,,,,True,redirects_to_social,False,False,True,True,75,HIGH,2026-04-14T18:50:24.829555
,"Peluqueria ""solis""",OPERATIONAL,"Asunción 001532, Paraguay",,,Mcal. López,Asunción,Asunción,001532,Paraguay,-25.2606792,-57.5813442,0985 850376,+595 985 850376,,https://maps.google.com/?cid=12438947952525966003,"https://www.google.com/maps/dir/?api=1&destination=-25.2606792,-57.5813442",establishment|hair_care|point_of_interest,establishment,Beauty & Wellness,5.0,16,,True,Saturday: 8:00 AM – 7:00 PM,Sunday: Closed,7,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-14T18:50:25.214236
,Magnolia Peluquería,OPERATIONAL,"Bartolome De Las Casas 206 esq, Asunción 001231, Paraguay",206 esq,Bartolome De Las Casas,Tte. Fariña,Asunción,Asunción,001231,Paraguay,-25.3076998,-57.6029685,(021) 558 289,+595 21 558 289,,https://maps.google.com/?cid=11730441928923147055,"https://www.google.com/maps/dir/?api=1&destination=-25.3076998,-57.6029685",establishment|hair_care|point_of_interest,establishment,Beauty & Wellness,4.7,216,,True,Saturday: 9:00 AM – 8:00 PM,Sunday: 9:00 AM – 6:00 PM,10,,True,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,85,HIGH,2026-04-14T18:50:25.613918
,Julia coiffure unisex,OPERATIONAL,"Capitán José Domingo Lombardo 1495, Asunción 001534, Paraguay",1495,c/ Sacramento,Sajonia,Asunción,Asunción,001534,Paraguay,-25.2703221,-57.58471590000001,0981 267777,+595 981 267777,,https://maps.google.com/?cid=8354367652263988016,"https://www.google.com/maps/dir/?api=1&destination=-25.2703221,-57.58471590000001",establishment|hair_care|point_of_interest,establishment,Beauty & Wellness,4.9,65,,True,Saturday: 7:30 AM – 7:30 PM,Sunday: Closed,10,,True,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,85,HIGH,2026-04-14T18:50:26.050481
,Liliana Coiffure Unisex,OPERATIONAL,"PCR9+3R4, Dr. Sosa 186, Asunción 001519, Paraguay",186,Doctor Sosa,Centro,Asunción,Asunción,001519,Paraguay,-25.2605566,-57.5802968,0991 521916,+595 991 521916,,https://maps.google.com/?cid=1246171286007723765,"https://www.google.com/maps/dir/?api=1&destination=-25.2605566,-57.5802968",establishment|hair_care|point_of_interest,establishment,Beauty & Wellness,4.4,21,,True,Saturday: 8:00 AM – 9:00 PM,Sunday: 8:00 AM – 11:30 PM,9,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,80,HIGH,2026-04-14T18:50:26.446819
,Barbas,OPERATIONAL,"Julio Correa 450, Asunción 001526, Paraguay",450,Julio Correa,Recoleta,Asunción,Asunción,001526,Paraguay,-25.2717785,-57.56485249999999,0972 500517,+595 972 500517,https://www.facebook.com/barbasparaguay/,https://maps.google.com/?cid=12272904416385237370,"https://www.google.com/maps/dir/?api=1&destination=-25.2717785,-57.56485249999999",bar|establishment|hair_care|health|point_of_interest,bar,Food & Beverage,4.8,144,,True,Saturday: 10:00 AM – 8:00 PM,Sunday: Closed,10,,True,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,80,HIGH,2026-04-14T18:50:26.869489
,Dino Julio Correa,OPERATIONAL,"Julio Correa 331, Asunción 001526, Paraguay",331,Julio Correa,Recoleta,Asunción,Asunción,001526,Paraguay,-25.272908,-57.565673,(021) 609 635,+595 21 609 635,http://www.dino.com.py/,https://maps.google.com/?cid=17259449256313746498,"https://www.google.com/maps/dir/?api=1&destination=-25.272908,-57.565673",establishment|hair_care|point_of_interest,establishment,Beauty & Wellness,4.5,117,,True,Saturday: 9:00 AM – 8:30 PM,Sunday: Closed,10,,True,,,,,,,,,,,,,,,,,,,,True,active,False,False,False,False,60,HIGH,2026-04-14T18:50:27.268593
,Joseph Coiffure,OPERATIONAL,"Av. Dr. Fernando de la Mora 2504, Asunción 001314, Paraguay",2504,Avenida Doctor Fernando de la Mora,Lambaré (parte),Asunción,Asunción,001314,Paraguay,-25.3287698,-57.594477,0986 243602,+595 986 243602,http://www.joseph.com.py/,https://maps.google.com/?cid=709531648834097968,"https://www.google.com/maps/dir/?api=1&destination=-25.3287698,-57.594477",beauty_salon|establishment|point_of_interest,beauty_salon,Beauty & Wellness,4.6,1274,,True,Saturday: 8:00 AM – 9:00 PM,Sunday: 9:00 AM – 1:00 PM,10,,True,,,,,,,,,,,,,,,,,,,,True,active,False,False,False,False,60,HIGH,2026-04-14T18:50:27.685156
,Ani Coiffure,OPERATIONAL,"Asunción 001520, Paraguay",,,Recoleta,Asunción,Asunción,001520,Paraguay,-25.2731334,-57.5660158,0981 223787,+595 981 223787,https://instagram.com/anicoiffure?igshid=ZWQyN2ExYTkwZQ==,https://maps.google.com/?cid=17651067620717385569,"https://www.google.com/maps/dir/?api=1&destination=-25.2731334,-57.5660158",establishment|hair_care|point_of_interest,establishment,Beauty & Wellness,4.5,35,,True,Saturday: 8:30 AM – 8:00 PM,Sunday: Closed,10,,True,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,75,HIGH,2026-04-14T18:50:28.095252
,AF Studio Barber,OPERATIONAL,"Av. Santísima Trinidad 1370, Asunción 001519, Paraguay",1370,Avenida Santísima Trinidad,Recoleta,Asunción,Asunción,001519,Paraguay,-25.2684782,-57.5646826,0994 879222,+595 994 879222,https://www.barberia.com.py/,https://maps.google.com/?cid=10375436773826158839,"https://www.google.com/maps/dir/?api=1&destination=-25.2684782,-57.5646826",establishment|hair_care|health|point_of_interest,establishment,Beauty & Wellness,4.9,244,,True,Saturday: 9:00 AM – 10:00 PM,Sunday: 10:00 AM – 8:00 PM,10,,,,,,,,,,,,,,,,,,,,,,True,active,False,False,True,False,45,MEDIUM,2026-04-14T18:50:31.050542
,MACUTO barberia,OPERATIONAL,"Teniente Héctor Vera 1415, Asunción 001411, Paraguay",1415,Teniente Héctor Vera,Canógrafa,Asunción,Asunción,001411,Paraguay,-25.28741,-57.5752415,0986 444489,+595 986 444489,https://www.instagram.com/macutobarberos/,https://maps.google.com/?cid=14724080587689105880,"https://www.google.com/maps/dir/?api=1&destination=-25.28741,-57.5752415",establishment|hair_care|health|point_of_interest,establishment,Beauty & Wellness,4.9,117,,True,Saturday: 9:30 AM – 9:00 PM,Sunday: 11:00 AM – 7:00 PM,10,,,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,80,HIGH,2026-04-14T18:50:31.452635
,Rotterdam barberShop,OPERATIONAL,"Asunción 001521, Paraguay",,,Recoleta,Asunción,Asunción,001521,Paraguay,-25.2669611,-57.5674215,0994 306016,+595 994 306016,https://instagram.com/rotterdam_barber_shop?igshid=YmMyMTA2M2Y=,https://maps.google.com/?cid=11959632491933213267,"https://www.google.com/maps/dir/?api=1&destination=-25.2669611,-57.5674215",establishment|hair_care|health|point_of_interest,establishment,Beauty & Wellness,4.9,26,,True,Saturday: 10:00 AM – 6:00 PM,Sunday: Closed,3,,,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,75,HIGH,2026-04-14T18:50:31.862610
,La Guarida Barberos,OPERATIONAL,"Moisés Bertoni esquina, Asunción 001411, Paraguay",esquina,General Eugenio Alejandrino Garay,Canógrafa,Asunción,Asunción,001411,Paraguay,-25.2889606,-57.5824073,0971 656656,+595 971 656656,http://www.instagram.com/laguarida.barberos,https://maps.google.com/?cid=1983742223219257670,"https://www.google.com/maps/dir/?api=1&destination=-25.2889606,-57.5824073",establishment|hair_care|health|point_of_interest,establishment,Beauty & Wellness,4.7,250,,True,Saturday: 9:00 AM – 7:30 PM,Sunday: Closed,10,,True,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,80,HIGH,2026-04-14T18:50:32.281592
