place_id,name,status,address,street_number,street_name,neighborhood,city,state,postal_code,country,lat,lng,phone,international_phone,website,google_maps_url,google_maps_direction_url,types,primary_type,vertical,rating,total_reviews,price_level,is_open_now,saturday_hours,sunday_hours,photo_count,editorial_summary,wheelchair_accessible,takeout,delivery,dine_in,curbside_pickup,reservable,good_for_children,good_for_groups,outdoor_seating,live_music,serves_beer,serves_wine,serves_vegan,serves_vegetarian,serves_breakfast,serves_lunch,serves_dinner,serves_brunch,parking_options,payment_options,has_website,website_status,website_is_social_only,website_is_free_builder,website_uses_https,website_redirects_to_social,lead_score,lead_priority,scraped_at
,Ruta Transchaco 2030,OPERATIONAL,"001510 Asunción, Paraguay",,,Carmelitas,Asunción,Asunción,001510,Paraguay,-25.2560001,-57.5691623,,,,https://maps.google.com/?cid=15916940361840278813,"https://www.google.com/maps/dir/?api=1&destination=-25.2560001,-57.5691623",establishment|point_of_interest|transit_station,establishment,Transportation,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,45,MEDIUM,2026-04-14T18:06:05.853768
,Pato Empeños,OPERATIONAL,"Sacramento 3190, Asunción 1713, Paraguay",3190,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,1713,Paraguay,-25.2555484,-57.5719702,0985 309849,+595 985 309849,,https://maps.google.com/?cid=18353531844368863537,"https://www.google.com/maps/dir/?api=1&destination=-25.2555484,-57.5719702",establishment|finance|point_of_interest|store,establishment,Retail & Shopping,0.0,0,,False,Saturday: 7:00 AM – 12:00 PM,Sunday: Closed,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,50,MEDIUM,2026-04-14T18:06:06.223101
,Inicio de la Ruta PY03,OPERATIONAL,"Av. Primer Presidente 1899, Asunción 001510, Paraguay",1899,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,001510,Paraguay,-25.2560438,-57.57076670000001,,,,https://maps.google.com/?cid=7061242676700837665,"https://www.google.com/maps/dir/?api=1&destination=-25.2560438,-57.57076670000001",establishment|point_of_interest,establishment,Other,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,45,MEDIUM,2026-04-14T18:06:06.832210
,Ind. Metalúrgica San Ramón SRL,OPERATIONAL,"RutaTranschaco 1583, Asunción 001519, Paraguay",1583,RutaTranschaco,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2556032,-57.57201509999999,(021) 284 701,+595 21 284 701,,https://maps.google.com/?cid=12711495768647937529,"https://www.google.com/maps/dir/?api=1&destination=-25.2556032,-57.57201509999999",establishment|point_of_interest,establishment,Other,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,50,MEDIUM,2026-04-14T18:06:07.231592
,Viaductos Botánico Asunción,OPERATIONAL,"PCVH+GQV, RutaTranschaco, Asunción 001510, Paraguay",,RutaTranschaco,Carmelitas,Asunción,Asunción,001510,Paraguay,-25.2561318,-57.5705652,,,,https://maps.google.com/?cid=6840162968676057293,"https://www.google.com/maps/dir/?api=1&destination=-25.2561318,-57.5705652",establishment|point_of_interest,establishment,Other,4.8,6,,,,,10,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-14T18:06:07.864053
,Farmacias Traeya S.A Sucursal Primer Presidente,OPERATIONAL,"Av. Primer Presidente, Asunción 001510, Paraguay",,Yrendague,Carmelitas,Asunción,Asunción,001510,Paraguay,-25.2561012,-57.5709421,0975 572007,+595 975 572007,,https://maps.google.com/?cid=2143483795113843432,"https://www.google.com/maps/dir/?api=1&destination=-25.2561012,-57.5709421",establishment|point_of_interest,establishment,Other,5.0,1,,True,Saturday: 7:00 AM – 9:00 PM,Sunday: 10:00 AM – 6:00 PM,2,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-14T18:06:08.417057
,COPEMARKET,OPERATIONAL,"PCVH+J8W, Asunción 001519, Paraguay",,,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2558904,-57.571667,(021) 608 318,+595 21 608 318,,https://maps.google.com/?cid=11029163810803671308,"https://www.google.com/maps/dir/?api=1&destination=-25.2558904,-57.571667",establishment|food|grocery_or_supermarket|point_of_interest|store,establishment,Retail & Shopping,4.0,12,,True,Saturday: Open 24 hours,Sunday: Open 24 hours,6,,True,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-14T18:06:08.817504
,Comedor YAGUAR,OPERATIONAL,"PCVG+XV6, Av. Primer Presidente, Asunción 001519, Paraguay",,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2550917,-57.57287349999999,,,,https://maps.google.com/?cid=13353860240538749824,"https://www.google.com/maps/dir/?api=1&destination=-25.2550917,-57.57287349999999",bakery|establishment|food|point_of_interest|store,bakery,Food & Beverage,0.0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,45,MEDIUM,2026-04-14T18:06:12.108704
,Daniel Automotores,OPERATIONAL,"PCVH+GFX, Av. Primer Presidente, Asunción 001519, Paraguay",,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2561489,-57.57125219999999,0991 453246,+595 991 453246,https://www.facebook.com/Daniel-Automotores-169001610119312/,https://maps.google.com/?cid=16499146639972655472,"https://www.google.com/maps/dir/?api=1&destination=-25.2561489,-57.57125219999999",establishment|local_government_office|point_of_interest,establishment,Government & Public,5.0,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,60,HIGH,2026-04-14T18:06:12.498683
,Impresiones Maguet Consultora,OPERATIONAL,"Av. Primer Presidente, Asunción 001519, Paraguay",,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2562604,-57.57094499999999,0982 536561,+595 982 536561,,https://maps.google.com/?cid=15410585908814673155,"https://www.google.com/maps/dir/?api=1&destination=-25.2562604,-57.57094499999999",book_store|establishment|point_of_interest|store,book_store,Retail & Shopping,5.0,3,,True,Saturday: 11:00 AM – 4:30 PM,Sunday: Closed,9,,,,True,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,65,HIGH,2026-04-14T18:06:13.307093
,ESSAP redes,OPERATIONAL,"PCVJ+F8J, Asunción 001510, Paraguay",,,Carmelitas,Asunción,Asunción,001510,Paraguay,-25.2562901,-57.56922580000001,0800 110888,+595 800 110888,,https://maps.google.com/?cid=12272398915809897458,"https://www.google.com/maps/dir/?api=1&destination=-25.2562901,-57.56922580000001",establishment|point_of_interest,establishment,Other,4.1,11,,,,,5,,True,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,75,HIGH,2026-04-14T18:06:14.108426
,Avenida Primera Presidente,OPERATIONAL,"001519 Asunción, Paraguay",,,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2550705,-57.57303220000001,,,,https://maps.google.com/?cid=18026875650391841354,"https://www.google.com/maps/dir/?api=1&destination=-25.2550705,-57.57303220000001",establishment|point_of_interest|transit_station,establishment,Transportation,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,45,MEDIUM,2026-04-14T18:06:14.500127
,Parada,OPERATIONAL,"PCVH+CPJ, Av. Primer Presidente, Asunción 001519, Paraguay",,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2563904,-57.5707682,,,,https://maps.google.com/?cid=6240117283212957341,"https://www.google.com/maps/dir/?api=1&destination=-25.2563904,-57.5707682",establishment|finance|point_of_interest|post_office,establishment,Government & Public,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,45,MEDIUM,2026-04-14T18:06:15.261354
,Panaditas Py,OPERATIONAL,"Av. Primer Presidente N°1668, Asunción 1668, Paraguay",N°1668,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,1668,Paraguay,-25.2552192,-57.572945,0971 550233,+595 971 550233,https://www.instagram.com/panaditaspy/,https://maps.google.com/?cid=10868034139929195944,"https://www.google.com/maps/dir/?api=1&destination=-25.2552192,-57.572945",establishment|food|point_of_interest|restaurant,establishment,Food & Beverage,4.3,9,,True,Saturday: 7:00 AM – 3:00 PM,Sunday: Closed,10,,,True,True,True,True,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,70,HIGH,2026-04-14T18:06:15.679519
,Selección Genética S.R.L,OPERATIONAL,"Av. Primer Presidente 1682 esquina, Asunción 0000, Paraguay",1682 esquina,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,0000,Paraguay,-25.2551852,-57.572981,0971 169727,+595 971 169727,https://instagram.com/selecciongenetica.py?igshid=OGQ5ZDc2ODk2ZA==,https://maps.google.com/?cid=3099164866786025357,"https://www.google.com/maps/dir/?api=1&destination=-25.2551852,-57.572981",establishment|point_of_interest,establishment,Other,3.8,5,,False,Saturday: Closed,Sunday: Closed,4,,,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,65,HIGH,2026-04-14T18:06:16.075337
,Asociación Panamericana de Infectología,OPERATIONAL,"Av. Primer Presidente 1736, Asunción 001519, Paraguay",1736,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2558504,-57.57218990000001,0971 943024,+595 971 943024,,https://maps.google.com/?cid=11649413101027201051,"https://www.google.com/maps/dir/?api=1&destination=-25.2558504,-57.57218990000001",establishment|point_of_interest,establishment,Other,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,50,MEDIUM,2026-04-14T18:06:16.449026
,Flats Mburucuya - Chic Modern and View Parkview,OPERATIONAL,"001519 Asunción, Paraguay",,,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2564392,-57.5705109,,,,https://maps.google.com/?cid=2009768819410515595,"https://www.google.com/maps/dir/?api=1&destination=-25.2564392,-57.5705109",establishment|lodging|point_of_interest,establishment,Lodging & Tourism,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,45,MEDIUM,2026-04-14T18:06:16.821888
,Escarapelas Paraguay y Hechos Impresiones,OPERATIONAL,"Av. Primer Presidente, Asunción 001519, Paraguay",,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2564158,-57.57074180000001,0992 322998,+595 992 322998,,https://maps.google.com/?cid=2667922761212271512,"https://www.google.com/maps/dir/?api=1&destination=-25.2564158,-57.57074180000001",establishment|point_of_interest|store,establishment,Retail & Shopping,0.0,0,,False,Saturday: Closed,Sunday: Closed,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,50,MEDIUM,2026-04-14T18:06:17.196187
,Petronas Oil Center,OPERATIONAL,"Av. Primer Presidente 1788, Asunción 001519, Paraguay",1788,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2559859,-57.5720615,,,,https://maps.google.com/?cid=6021352070660148966,"https://www.google.com/maps/dir/?api=1&destination=-25.2559859,-57.5720615",establishment|point_of_interest,establishment,Other,5.0,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,60,HIGH,2026-04-14T18:06:17.807956
,DA NA REU NESTARFAMILYDNADNI,CLOSED_TEMPORARILY,"PCVH+9VP, Av. Primer Presidente, Asunción 001519, Paraguay",,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2565366,-57.5702836,,,,https://maps.google.com/?cid=1063170916290033836,"https://www.google.com/maps/dir/?api=1&destination=-25.2565366,-57.5702836",establishment|point_of_interest,establishment,Other,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,40,MEDIUM,2026-04-14T18:06:18.187103
,Taller APT AUTOS PARA TODOS,OPERATIONAL,"Av. Primer Presidente casi, Asunción 001519, Paraguay",casi,Del Espíritu Santo,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2547934,-57.5734487,0983 973330,+595 983 973330,https://www.instagram.com/autosparatodospy?igsh=MWR4ZmFwY25kaDluZg==&utm_source=qr,https://maps.google.com/?cid=11232448100648423521,"https://www.google.com/maps/dir/?api=1&destination=-25.2547934,-57.5734487",car_repair|establishment|point_of_interest,car_repair,Automotive,5.0,3,,True,Saturday: 8:00 AM – 12:30 PM,Sunday: Closed,4,,,,,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,60,HIGH,2026-04-14T18:06:18.971148
,Abogados y Consultores Asociados,OPERATIONAL,"PCWG+3JM, Av. Primer Presidente, Asunción 001519, Paraguay",,Del Espíritu Santo,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2547934,-57.5734487,,,,https://maps.google.com/?cid=9232882685463953787,"https://www.google.com/maps/dir/?api=1&destination=-25.2547934,-57.5734487",establishment|point_of_interest,establishment,Other,5.0,1,,False,Saturday: Closed,Sunday: Closed,2,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,60,HIGH,2026-04-14T18:06:19.394465
,Oficina Alvica,OPERATIONAL,"PCVG+XP8, Av. Primer Presidente, Asunción 001519, Paraguay",,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2551132,-57.57330469999999,,,,https://maps.google.com/?cid=200996537679728632,"https://www.google.com/maps/dir/?api=1&destination=-25.2551132,-57.57330469999999",establishment|point_of_interest,establishment,Other,5.0,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,60,HIGH,2026-04-14T18:06:19.805782
,ECO DRY SA,OPERATIONAL,"Av. Primer Presidente 1612 esq, Asunción 001519, Paraguay",1612 esq,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2549764,-57.573457,0993 366366,+595 993 366366,http://www.ecodry.com.py/,https://maps.google.com/?cid=2308719656172413717,"https://www.google.com/maps/dir/?api=1&destination=-25.2549764,-57.573457",establishment|point_of_interest|store,establishment,Retail & Shopping,4.4,18,,False,Saturday: 7:30 – 11:30 AM,Sunday: Closed,10,,,,True,,,,,,,,,,,,,,,,,,True,unreachable,False,False,False,False,60,HIGH,2026-04-14T18:06:22.954089
,Avenida Primera Presidente Av Primer Presidente 1524,OPERATIONAL,"001510 Asunción, Paraguay",,,Carmelitas,Asunción,Asunción,001510,Paraguay,-25.254205,-57.57388169999999,,,,https://maps.google.com/?cid=9058910970009572610,"https://www.google.com/maps/dir/?api=1&destination=-25.254205,-57.57388169999999",establishment|point_of_interest|transit_station,establishment,Transportation,5.0,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,60,HIGH,2026-04-14T18:06:23.348358
,Diego Sanchez Soluciones,OPERATIONAL,"PCVH+8W5, Av. Primer Presidente, Asunción 001519, Paraguay",,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2567312,-57.57013689999999,0981 980713,+595 981 980713,,https://maps.google.com/?cid=14361524746487760556,"https://www.google.com/maps/dir/?api=1&destination=-25.2567312,-57.57013689999999",establishment|point_of_interest,establishment,Other,0.0,0,,False,Saturday: 8:00 AM – 12:00 PM,Sunday: Closed,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,50,MEDIUM,2026-04-14T18:06:23.953595
,Centro de Atomicidad Especies/as 489,OPERATIONAL,"QC2J+2WJ, Asunción 001510, Paraguay",,,Villa Morra,Asunción,Asunción,001510,Paraguay,-25.249902,-57.5677477,,,,https://maps.google.com/?cid=5075137423483663700,"https://www.google.com/maps/dir/?api=1&destination=-25.249902,-57.5677477",establishment|place_of_worship|point_of_interest,establishment,Other,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,45,MEDIUM,2026-04-14T18:06:24.346974
,Casa Fatima Centurion,OPERATIONAL,"PCVH+42G, Yrendague, Asunción 001519, Paraguay",,Yrendague,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2565599,-57.5714241,,,,https://maps.google.com/?cid=5317357529008589112,"https://www.google.com/maps/dir/?api=1&destination=-25.2565599,-57.5714241",establishment|point_of_interest,establishment,Other,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,45,MEDIUM,2026-04-14T18:06:24.728708
,Flia Torras G,OPERATIONAL,"Av. Primer Presidente 1578, Asunción 001519, Paraguay",1578,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2548531,-57.57365910000001,,,,https://maps.google.com/?cid=13361816655661942263,"https://www.google.com/maps/dir/?api=1&destination=-25.2548531,-57.57365910000001",establishment|point_of_interest,establishment,Other,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,45,MEDIUM,2026-04-14T18:06:25.111589
,HB Gestiones Inmobiliarias,OPERATIONAL,"Av. Primer Presidente 2006, Asunción 001519, Paraguay",2006,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2567858,-57.57012870000001,0985 766853,+595 985 766853,,https://maps.google.com/?cid=7885201050321523995,"https://www.google.com/maps/dir/?api=1&destination=-25.2567858,-57.57012870000001",establishment|point_of_interest|real_estate_agency,establishment,Professional Services,1.0,1,,True,Saturday: Open 24 hours,Sunday: Open 24 hours,3,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,50,MEDIUM,2026-04-14T18:06:25.508795
,Taller mecánico Luis,OPERATIONAL,"Av. Primer Presidente 1556, Asunción 001519, Paraguay",1556,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2547395,-57.5737614,,,,https://maps.google.com/?cid=4545967050366193531,"https://www.google.com/maps/dir/?api=1&destination=-25.2547395,-57.5737614",car_repair|establishment|point_of_interest,car_repair,Automotive,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,45,MEDIUM,2026-04-14T18:06:25.887691
,Estacion Botánico,OPERATIONAL,"Asunción 001522, Paraguay",,,Carmelitas,Asunción,Asunción,001522,Paraguay,-25.2565664,-57.5685191,,,,https://maps.google.com/?cid=15859818117395600009,"https://www.google.com/maps/dir/?api=1&destination=-25.2565664,-57.5685191",establishment|point_of_interest|train_station|transit_station,establishment,Transportation,3.5,40,,,,,10,,True,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-14T18:06:26.309037
,PRORRAL SRL,OPERATIONAL,"PCVH+7RH, Av. Primer Presidente, Asunción 001519, Paraguay",,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2568035,-57.5703907,,,,https://maps.google.com/?cid=11905772161754110680,"https://www.google.com/maps/dir/?api=1&destination=-25.2568035,-57.5703907",establishment|point_of_interest,establishment,Other,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,45,MEDIUM,2026-04-14T18:06:26.716008
,Copetrol Rally Team,OPERATIONAL,"PCVH+F55, Av. Primer Presidente, Asunción 001519, Paraguay",,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2563749,-57.57200340000001,,,,https://maps.google.com/?cid=5705406255162094360,"https://www.google.com/maps/dir/?api=1&destination=-25.2563749,-57.57200340000001",car_repair|establishment|point_of_interest,car_repair,Automotive,4.7,7,,,,,2,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,70,HIGH,2026-04-14T18:06:27.338171
,"SANTA FE Servicio de corte y Plegado de Chapas, Venta de Hierros",OPERATIONAL,"PCVH+7WH, Asunción 001519, Paraguay",,,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2568225,-57.5701347,,,,https://maps.google.com/?cid=6689859550849919591,"https://www.google.com/maps/dir/?api=1&destination=-25.2568225,-57.5701347",establishment|point_of_interest,establishment,Other,0.0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,45,MEDIUM,2026-04-14T18:06:27.937362
,Puerto Sabor,OPERATIONAL,"PCVH+C6H, Asunción 001519, Paraguay",,,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2564392,-57.5718841,0981 770288,+595 981 770288,https://www.facebook.com/puertosaborpy,https://maps.google.com/?cid=17055182206540605587,"https://www.google.com/maps/dir/?api=1&destination=-25.2564392,-57.5718841",establishment|food|grocery_or_supermarket|point_of_interest|store,establishment,Retail & Shopping,0.0,0,,,,,0,,,,True,,,,,,,,,,,,,,,,,,True,social_media_only,True,False,False,False,45,MEDIUM,2026-04-14T18:06:28.325253
,Estación Botánico,OPERATIONAL,"PCVJ+6P4, Asunción 001522, Paraguay",,,Carmelitas,Asunción,Asunción,001522,Paraguay,-25.2565869,-57.5685277,,,,https://maps.google.com/?cid=4349254363341827770,"https://www.google.com/maps/dir/?api=1&destination=-25.2565869,-57.5685277",establishment|point_of_interest,establishment,Other,5.0,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,60,HIGH,2026-04-14T18:06:28.720166
,Primer presidente 2014,OPERATIONAL,"Av. Primer Presidente 2014, Asunción 001519, Paraguay",2014,Avenida Primer Presidente,Carmelitas,Asunción,Asunción,001519,Paraguay,-25.2568689,-57.56996280000001,,,,https://maps.google.com/?cid=1067525918414558819,"https://www.google.com/maps/dir/?api=1&destination=-25.2568689,-57.56996280000001",establishment|point_of_interest,establishment,Other,5.0,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,False,no_website,False,False,False,False,60,HIGH,2026-04-14T18:06:29.103990
